RowNumber,CustomerId,CreditScore,GeographyID,GenderID,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,Bank DOJ
2560,15650670,567,3,2,40,6,105222.86,2,1,0,93795.86,0,16-02-2017
2561,15711834,650,2,2,30,5,0,1,0,0,67997.13,1,22-04-2018
2562,15729763,655,2,1,34,5,116114.93,1,1,1,49492.15,0,01-11-2017
2563,15646566,763,1,2,58,4,187911.55,1,0,1,35825.18,0,22-08-2019
2564,15645463,843,1,2,27,5,0,2,1,1,67494.23,0,16-03-2018
2565,15672144,667,1,2,38,4,144432.04,1,1,1,73963.17,1,30-09-2018
2566,15596088,705,1,2,50,7,77065.9,2,0,1,145159.26,0,30-05-2016
2567,15614878,660,3,2,29,7,180520.29,1,1,1,123850.58,0,24-06-2016
2568,15635240,553,1,1,42,6,0,2,0,0,23822.04,0,16-05-2017
2569,15775905,612,3,2,47,5,130024.87,1,1,1,45750.21,1,29-06-2018
2570,15700657,641,3,2,40,4,110086.69,1,1,0,159773.14,0,08-09-2019
2571,15611905,513,2,2,31,3,174853.46,1,1,0,84238.63,0,11-11-2019
2572,15652527,680,1,1,44,6,108724.98,1,0,1,72330.46,0,25-06-2017
2573,15785865,711,1,1,58,6,91285.13,2,1,1,26767.85,0,15-10-2016
2574,15645942,689,2,1,40,3,0,2,1,1,164768.82,0,18-12-2019
2575,15688691,665,3,2,51,6,110610.41,2,0,1,1112.76,1,17-05-2017
2576,15592736,551,3,1,54,6,102994.04,1,1,0,176680.16,1,08-09-2017
2577,15673529,645,2,1,36,7,59893.85,2,1,0,43999.64,0,07-04-2016
2578,15724145,616,3,1,29,7,149318.55,1,1,0,140746.13,0,10-09-2016
2579,15704629,582,1,2,32,4,116409.55,1,0,1,152790.92,0,22-08-2019
2580,15597896,365,3,1,30,4,127760.07,1,1,0,81537.85,1,24-10-2018
2581,15731790,697,3,2,38,7,132591.36,1,1,1,7387.8,1,11-08-2016
2582,15634719,704,1,1,31,7,0,2,1,0,183038.33,0,13-09-2016
2583,15703205,656,1,2,46,6,113402.14,2,1,1,138849.06,0,23-03-2017
2584,15567333,712,1,2,31,6,0,2,1,0,170333.38,0,05-08-2017
2585,15754537,748,1,1,40,4,0,1,0,0,60416.76,0,13-03-2019
2586,15612030,724,1,1,28,4,0,2,1,1,100240.2,0,11-05-2019
2587,15573242,691,1,1,50,3,136953.47,1,1,1,2704.98,0,02-11-2019
2588,15601892,563,1,1,33,6,0,2,0,1,68815.05,0,19-04-2017
2589,15663885,741,1,1,32,6,0,1,1,1,64839.23,0,18-09-2017
2590,15701096,778,1,1,44,4,123863.64,1,1,0,144494.94,0,22-03-2019
2591,15710450,848,2,1,22,5,120811.89,1,1,1,185510.34,0,11-05-2018
2592,15790846,634,3,1,38,4,148430.55,1,1,1,56055.72,0,18-04-2019
2593,15658956,505,3,1,40,3,47869.69,2,1,1,155061.97,0,25-09-2019
2594,15755223,692,3,1,53,3,150926.99,2,0,0,119817.19,0,25-12-2019
2595,15787318,537,3,2,47,6,103163.35,1,1,0,16259.64,1,01-12-2016
2596,15737310,633,1,1,29,5,130206.28,1,1,0,184654.87,0,17-03-2018
2597,15763665,833,1,2,28,3,136674.51,2,0,0,5278.78,0,06-12-2019
2598,15668818,592,2,2,40,6,200322.45,1,1,1,113244.73,0,12-07-2017
2599,15765812,587,2,1,48,3,0,2,1,1,8908,0,24-09-2019
2600,15704844,550,2,1,62,5,80927.56,1,0,1,64490.67,0,23-09-2017
2601,15744582,680,1,2,24,5,0,3,1,0,154971.63,1,13-03-2018
2602,15616700,622,2,2,41,3,0,2,1,1,155786.39,0,05-11-2019
2603,15683521,594,3,1,28,5,142574.71,2,1,0,129084.82,0,27-09-2017
2604,15583049,643,3,2,34,6,160426.07,1,0,1,188533.11,0,23-01-2017
2605,15643752,540,1,1,25,5,116160.23,1,1,0,13411.67,0,07-09-2018
2606,15620398,635,2,2,34,4,98683.47,2,1,0,15733.19,0,23-07-2019
2607,15715707,657,1,1,32,4,118829.03,2,1,1,73127.61,0,15-07-2019
2608,15814209,814,1,1,31,4,118870.92,1,1,0,101704.19,0,29-08-2019
2609,15733768,600,1,1,32,6,0,1,1,1,101986.16,0,17-05-2017
2610,15755242,682,1,2,46,5,0,1,1,1,114442.66,0,11-12-2017
2611,15729412,682,1,1,38,4,107192.38,1,1,1,15669.17,0,18-04-2019
2612,15746564,566,1,1,42,7,108010.78,1,1,1,157486.1,0,15-07-2016
2613,15588446,550,2,1,34,4,0,2,0,0,131281.28,0,27-12-2018
2614,15665221,630,1,1,26,4,129837.72,2,0,1,197001.15,0,06-09-2019
2615,15640846,546,3,2,58,5,106458.31,4,1,0,128881.87,1,05-11-2017
2616,15700209,486,1,1,63,6,97009.15,1,1,1,85101,0,30-11-2016
2617,15658360,762,2,1,35,6,122929.42,2,0,0,149822.04,0,20-06-2017
2618,15602735,692,3,1,45,5,152296.83,4,0,1,108040.86,1,11-08-2018
2619,15724834,498,1,2,30,5,0,2,0,0,135795.53,0,16-03-2018
2620,15800062,850,2,1,49,4,0,1,0,0,25867.67,1,01-03-2019
2621,15685300,603,1,1,35,7,128993.76,2,1,0,130483.56,0,10-09-2016
2622,15760102,551,1,2,36,4,0,1,1,0,183479.12,0,08-03-2019
2623,15787026,627,3,1,27,3,185267.45,2,1,1,77027.34,0,19-12-2019
2624,15653696,515,1,2,28,7,0,2,0,0,94141.75,0,25-06-2016
2625,15788946,605,2,2,29,7,116805.82,1,0,0,4092.75,0,12-07-2016
2626,15600724,567,3,1,29,6,129750.68,1,1,0,109257.59,0,29-11-2016
2627,15574324,568,3,2,29,5,129177.01,2,0,1,104617.99,0,12-12-2017
2628,15707144,571,3,1,25,4,82506.72,2,1,0,167705.07,0,18-04-2019
2629,15775891,634,3,1,48,7,107247.69,1,1,1,103712.05,1,16-08-2016
2630,15711789,768,2,2,42,4,0,1,0,0,161242.99,1,02-06-2019
2631,15600879,554,3,2,36,3,157780.93,2,1,0,6089.13,0,27-11-2019
2632,15681196,629,1,1,35,4,172170.36,1,1,1,159777.37,0,12-04-2019
2633,15716000,638,2,1,48,4,0,2,1,1,7919.08,0,13-09-2019
2634,15766776,576,1,1,41,6,0,1,1,1,188274.6,0,07-01-2017
2635,15680278,661,2,2,42,5,75361.44,1,1,0,27608.12,1,30-12-2017
2636,15688637,592,1,2,27,5,0,2,1,1,183569.25,0,05-05-2018
2637,15591179,702,2,1,30,4,0,2,1,1,145537.32,0,19-05-2019
2638,15677435,647,1,2,29,4,98263.46,2,1,0,164717.95,0,15-07-2019
2639,15698619,593,1,1,43,6,0,2,1,1,76357.43,0,19-07-2017
2640,15581036,712,3,2,40,5,109308.79,2,1,0,120158.72,1,07-07-2018
2641,15622117,625,2,2,31,7,0,2,1,0,151843.54,0,19-08-2016
2642,15599301,538,3,2,28,4,164365.44,1,0,1,5698.97,0,26-11-2018
2643,15581548,637,2,2,22,4,98800,1,1,0,122865.55,0,22-04-2019
2644,15586870,632,1,1,27,4,193125.85,1,1,1,152665.85,0,14-04-2019
2645,15735263,736,1,1,27,5,51522.75,1,0,1,192131.77,0,07-09-2018
2646,15765322,755,1,1,23,4,84284.48,2,1,1,62851.6,0,02-10-2018
2647,15582944,425,2,2,39,4,0,2,1,0,140941.47,0,01-08-2019
2648,15687162,461,1,1,51,6,119889.84,1,0,0,56767.67,1,26-10-2016
2649,15644962,745,1,1,21,4,137910.45,1,1,1,177235.23,0,20-12-2018
2650,15612615,616,1,2,37,5,0,2,1,0,86242.18,0,14-04-2018
2651,15813439,587,1,1,33,4,100116.82,1,1,0,34215.58,0,29-11-2018
2652,15604544,850,3,1,40,3,166082.15,2,0,1,44406.17,0,09-11-2019
2653,15761348,601,1,2,38,5,0,2,1,0,165196.65,0,27-09-2017
2654,15785078,730,2,1,26,5,0,1,1,0,34542.41,0,26-12-2017
2655,15759874,532,1,1,44,7,148595.55,1,1,0,74838.64,1,12-05-2016
2656,15643658,850,3,1,53,6,94078.97,2,1,0,36980.54,0,26-11-2016
2657,15713267,779,2,2,34,4,0,2,0,1,111676.63,0,05-09-2019
2658,15737782,562,1,1,29,4,0,1,1,1,25858.68,0,05-12-2018
2659,15815490,670,3,1,40,6,164948.98,3,0,0,177028,1,28-08-2017
2660,15679410,729,1,2,62,7,140549.4,1,1,0,30990.16,1,24-06-2016
2661,15756241,767,1,2,44,4,152509.25,1,1,1,136915.15,0,04-11-2018
2662,15688409,742,1,2,28,6,191864.51,1,1,0,108457.99,1,25-03-2017
2663,15742272,669,1,2,44,6,96418.09,1,0,0,131609.48,1,09-01-2017
2664,15717898,542,2,1,32,6,131945.94,1,0,1,159737.56,0,23-12-2016
2665,15769582,586,1,1,29,4,0,2,1,1,142238.54,0,29-08-2019
2666,15635660,612,3,1,30,5,142910.15,1,1,0,105890.55,1,11-09-2018
2667,15576723,740,1,2,37,4,0,2,1,1,194270.91,0,21-06-2019
2668,15591577,584,1,1,35,4,146311.58,1,1,1,105443.47,0,19-08-2019
2669,15582325,524,1,1,52,3,87894.26,1,1,0,173899.42,1,29-12-2019
2670,15693947,614,1,2,19,4,97445.49,2,1,0,122823.34,0,26-10-2018
2671,15760446,598,1,2,64,4,0,1,0,1,13181.37,1,21-06-2019
2672,15611105,799,2,1,35,6,0,2,0,1,140780.8,0,02-01-2017
2673,15630920,724,1,1,34,4,154485.74,2,0,0,78560.64,0,19-10-2018
2674,15574910,601,1,1,50,3,115625.07,1,1,0,185855.21,0,25-09-2019
2675,15756472,804,1,1,25,3,108396.67,1,1,0,128276.95,0,13-11-2019
2676,15682890,745,3,1,38,6,65095.41,2,1,1,140197.42,0,16-05-2017
2677,15641994,667,3,1,43,5,103018.45,1,1,0,32462.39,1,27-10-2017
2678,15733297,518,1,2,38,4,84764.79,1,1,1,162253.9,0,10-05-2019
2679,15767793,819,1,2,38,6,0,2,1,0,30498.7,0,28-04-2017
2680,15725698,520,2,2,35,5,115680.81,1,1,1,90280.7,0,16-12-2017
2681,15813532,625,1,2,39,6,0,2,1,0,32615.21,0,01-01-2017
2682,15576760,673,3,1,36,5,73088.06,2,0,0,196142.26,0,03-07-2018
2683,15732102,656,3,2,27,6,150905.03,2,1,0,16998.72,0,12-09-2017
2684,15739046,850,2,2,23,5,143054.85,1,0,1,62980.96,0,07-09-2018
2685,15631927,574,2,2,28,5,0,2,0,0,185660.3,0,22-09-2018
2686,15672115,679,1,1,60,4,0,2,1,1,77331.77,0,06-12-2018
2687,15618765,530,3,2,42,4,99948.45,1,0,1,97338.62,0,04-07-2019
2688,15679148,508,1,1,44,5,115451.05,2,0,0,67234.33,0,24-05-2018
2689,15728474,558,3,1,32,4,108235.91,1,1,1,143783.28,0,11-04-2019
2690,15636999,414,1,1,38,6,0,1,0,1,77661.12,1,30-04-2017
2691,15754261,648,2,1,42,5,98795.61,2,1,0,89123.99,0,07-01-2018
2692,15629150,721,1,2,37,5,0,2,1,0,70810.8,0,04-06-2018
2693,15736274,751,1,1,31,3,0,2,0,0,17550.49,0,21-11-2019
2694,15627697,662,1,1,34,4,0,2,0,1,21497.27,0,10-12-2018
2695,15721585,628,3,1,29,3,113146.98,2,0,1,124749.08,0,28-09-2019
2696,15639946,597,3,2,39,6,162532.14,3,1,0,36051.46,1,17-09-2017
2697,15792176,698,2,2,40,6,92053.44,1,1,1,143681.83,0,27-12-2016
2698,15699450,723,1,1,48,5,0,2,1,1,150694.58,0,09-11-2017
2699,15729954,586,1,2,28,3,0,3,1,0,170487.4,1,20-12-2019
2700,15600103,633,3,2,29,5,104944.1,1,1,1,97684.46,0,21-03-2018
2701,15786200,564,1,1,31,4,0,2,1,0,53520.03,0,12-12-2018
2702,15797010,649,1,2,31,3,0,2,1,0,15200.61,0,04-11-2019
2703,15670172,622,1,2,30,5,107879.04,1,0,1,196894.62,0,21-04-2018
2704,15627352,459,3,1,46,3,110356.42,1,1,0,4969.13,1,29-10-2019
2705,15622494,718,1,1,27,3,0,2,0,0,26229.24,0,13-12-2019
2706,15585835,655,2,2,34,3,109783.69,2,1,0,134034.32,0,04-12-2019
2707,15595071,696,1,1,22,7,149777,1,1,1,198032.93,0,31-01-2016
2708,15628203,637,1,2,38,7,104339.56,1,0,0,119882.86,0,15-04-2016
2709,15667190,630,2,2,21,3,85818.18,1,1,1,133102.3,0,21-11-2019
2710,15780212,592,1,1,37,5,212692.97,1,0,0,176395.02,0,08-05-2018
2711,15766869,634,3,1,37,6,89696.84,2,1,1,193179.88,0,22-10-2016
2712,15775741,608,1,2,28,6,0,2,1,1,125062.02,0,01-05-2017
2713,15628170,565,3,2,32,6,68067.24,1,1,0,143287.58,0,28-05-2017
2714,15701318,763,2,1,67,6,148564.66,1,0,1,87236.4,0,23-06-2017
2715,15710928,665,1,2,55,5,136354.16,1,1,1,93769.89,0,13-11-2017
2716,15682547,649,1,1,38,5,122214,1,0,1,88965.46,0,10-02-2018
2717,15631170,695,1,1,45,5,0,2,1,1,30793.61,0,30-08-2018
2718,15648702,775,3,1,70,4,119684.88,2,1,1,74532.02,0,05-08-2019
2719,15783444,788,1,2,39,6,135139.33,1,0,1,113086.08,0,20-12-2016
2720,15809178,569,3,2,42,5,146100.75,1,1,0,32574.01,1,05-10-2017
2721,15806688,726,2,2,56,5,123110.9,3,0,1,130113.78,1,26-06-2018
2722,15576824,564,3,2,44,5,111760.4,3,1,1,104722.47,1,25-11-2017
2723,15675422,544,1,2,32,4,110728.39,1,1,1,14559.62,0,30-12-2018
2724,15681550,614,1,2,41,4,121558.46,1,1,1,598.8,0,26-03-2019
2725,15812628,453,3,2,38,5,120623.21,1,1,0,129697.99,0,04-06-2018
2726,15597951,471,1,2,58,5,114713.57,1,1,1,36315.03,0,16-06-2018
2727,15807045,829,3,2,37,5,103457.76,1,0,0,1114.12,0,18-11-2017
2728,15581748,754,3,1,57,5,101134.87,2,1,1,70954.41,0,25-07-2018
2729,15770420,749,3,1,46,5,78136.36,2,1,1,73470.98,0,14-05-2018
2730,15608230,667,1,1,23,5,0,2,1,0,91573.19,0,29-04-2018
2731,15730339,670,2,1,30,5,133446.34,1,0,0,3154.95,0,19-08-2018
2732,15712584,670,1,2,33,4,0,2,1,1,88187.81,0,06-11-2018
2733,15592816,623,3,2,48,6,108076.33,1,1,0,118855.26,1,03-03-2017
2734,15641480,571,1,1,32,4,131354.25,1,1,0,125256.53,0,27-09-2018
2735,15708505,641,3,2,37,4,62974.64,2,0,1,39016.43,0,21-09-2019
2736,15791131,551,3,2,30,5,143340.44,1,1,0,145796.49,0,29-05-2018
2737,15618225,741,3,1,36,5,116993.43,2,1,0,168816.22,0,05-12-2017
2738,15644724,472,1,1,31,5,58662.92,2,0,1,73322,0,10-12-2017
2739,15662098,650,2,1,41,4,128808.65,3,0,0,113677.53,1,15-09-2019
2740,15723894,625,1,1,45,3,137555.44,1,0,0,124607.7,0,22-11-2019
2741,15787699,650,3,1,34,4,142393.11,1,1,1,11276.48,0,09-05-2019
2742,15687738,535,1,2,38,4,0,2,1,0,136620.64,0,25-07-2019
2743,15576126,649,1,2,41,4,125785.23,1,1,1,70523.92,0,23-12-2018
2744,15658889,689,1,1,22,6,136444.25,1,1,0,51980.25,1,17-10-2016
2745,15667046,694,2,1,38,4,121527.4,1,1,0,113481.02,0,04-08-2019
2746,15669957,655,3,1,52,4,144696.75,1,1,1,49025.79,0,23-03-2019
2747,15655794,620,1,1,36,4,0,2,1,1,145937.99,0,30-06-2019
2748,15599829,577,1,2,35,7,0,2,1,1,25161.61,0,21-09-2016
2749,15753332,401,3,1,48,4,128140.17,1,1,0,175753.55,1,05-12-2018
2750,15671124,599,1,1,25,4,120383.41,1,1,1,24903.09,0,25-07-2019
2751,15767474,481,1,2,57,3,0,3,1,1,169719.35,1,28-12-2019
2752,15720671,704,1,1,42,5,129735.3,2,1,1,179565.57,0,02-11-2017
2753,15626787,698,2,2,31,6,185078.26,1,0,0,115337.74,1,01-02-2017
2754,15774491,480,1,2,28,5,0,2,0,0,48131.92,0,03-06-2018
2755,15579647,682,1,1,42,4,0,1,1,1,160828.98,0,06-12-2018
2756,15625522,700,2,1,31,4,0,2,0,1,145151.96,0,01-12-2018
2757,15765806,492,1,1,29,3,144591.96,1,1,1,196293.76,0,25-12-2019
2758,15566708,444,1,2,45,6,0,2,1,0,161653.5,1,01-01-2017
2759,15668347,624,1,1,36,3,0,2,0,0,84635.64,0,10-12-2019
2760,15575214,709,1,1,37,7,0,1,1,0,159486.76,0,15-09-2016
2761,15591123,557,3,1,68,6,100194.44,1,1,1,38596.34,0,29-01-2017
2762,15573280,646,3,1,50,4,145295.31,2,1,1,27814.74,0,26-05-2019
2763,15589018,719,3,1,28,6,106070.29,2,1,1,183893.31,0,14-07-2017
2764,15654495,706,3,2,47,3,120621.89,1,1,1,140803.7,0,27-12-2019
2765,15597265,660,1,1,38,4,0,2,0,1,146585.53,0,17-06-2019
2766,15733876,667,1,1,36,3,0,2,1,1,40062.29,0,18-11-2019
2767,15677217,705,1,1,30,5,0,1,1,1,181300.32,0,15-01-2018
2768,15747265,598,3,2,27,4,171283.91,1,1,1,84136.12,0,06-09-2019
2769,15713379,669,1,1,26,7,0,2,1,1,197594.34,0,20-01-2016
2770,15730433,580,3,2,38,6,128218.47,1,1,0,125953.83,1,15-09-2017
2771,15693347,676,1,2,32,4,0,2,1,1,75465.41,0,10-03-2019
2772,15715465,714,3,1,28,6,77776.39,1,1,0,177737.07,0,09-03-2017
2773,15680736,597,3,2,72,7,124978.19,2,1,1,7144.46,0,11-07-2016
2774,15610765,559,1,1,29,7,0,2,0,0,155639.76,0,09-02-2016
2775,15650034,564,1,2,28,6,0,1,1,1,162428.05,0,04-04-2017
2776,15782468,850,2,1,51,6,109799.55,2,1,1,12457.76,1,24-04-2017
2777,15685109,689,1,1,39,5,0,2,0,0,14917.09,0,08-01-2018
2778,15776233,758,3,2,61,4,125397.21,1,1,0,182184.09,1,17-05-2019
2779,15761141,604,2,2,71,4,0,2,1,1,129984.2,0,21-06-2019
2780,15781702,733,3,1,38,3,111347.37,2,0,1,194872.97,0,29-09-2019
2781,15790235,778,2,1,40,5,104291.41,2,1,1,117507.11,0,22-12-2017
2782,15641416,732,3,2,61,4,94867.18,2,1,1,157527.6,1,05-11-2018
2783,15775234,646,1,1,24,6,0,2,0,0,92612.88,0,17-10-2016
2784,15659475,597,1,2,33,5,135703.59,2,0,0,74850.84,0,11-08-2018
2785,15642202,821,3,2,37,4,106453.53,2,0,1,127413,0,05-12-2018
2786,15771417,640,1,1,43,4,132412.38,1,0,0,69584.3,1,25-01-2019
2787,15585100,511,3,2,40,3,124401.6,1,1,0,198814.24,1,12-12-2019
2788,15700487,805,1,1,46,5,118022.06,3,1,0,162643.15,1,07-06-2018
2789,15726589,540,3,1,39,4,82531.11,1,1,0,114092.52,0,17-07-2019
2790,15747503,705,2,1,44,6,184552.12,1,1,0,68860.3,1,09-12-2016
2791,15595883,540,3,1,39,3,127278.31,1,1,1,16150.34,0,06-12-2019
2792,15663826,532,2,2,66,6,0,1,1,1,115227.02,0,14-09-2017
2793,15742820,535,1,2,45,5,0,2,0,1,170621.55,0,18-11-2017
2794,15624793,627,3,1,23,5,184244.86,1,1,0,103099.22,0,06-06-2018
2795,15597930,646,1,1,52,4,59669.43,1,0,0,172495.81,1,14-11-2018
2796,15665110,515,1,2,25,7,79543.59,1,0,1,38772.82,0,16-08-2016
2797,15770719,697,1,2,39,3,151553.19,1,1,1,44946.29,0,13-12-2019
2798,15731327,652,3,1,27,7,166527.88,2,0,1,146007.7,0,12-09-2016
2799,15576044,579,3,1,28,7,150329.15,1,1,0,145558.42,0,08-04-2016
2800,15775662,760,1,1,43,5,121911.59,1,1,0,193312.33,0,12-11-2017
2801,15646817,769,1,1,51,7,156773.78,2,1,0,40257.79,0,03-05-2016
2802,15596060,498,2,1,29,4,127864.26,1,1,1,46677.9,0,11-09-2019
2803,15723299,774,1,1,53,3,113709.28,1,1,1,153887.93,1,29-09-2019
2804,15636982,705,3,2,43,7,79974.55,1,1,1,103108.33,0,07-07-2016
2805,15751175,648,1,2,44,4,0,2,1,1,58652.23,0,14-09-2019
2806,15618936,688,1,2,51,5,0,1,1,0,91624.11,1,05-12-2017
2807,15787529,592,2,1,38,5,0,1,1,0,65986.48,1,09-05-2018
2808,15780128,705,1,1,33,5,144427.96,2,1,0,113845.19,0,15-06-2018
2809,15615991,654,1,1,42,5,99263.09,1,1,1,67607.9,0,04-07-2018
2810,15757001,624,1,2,32,5,79368.87,2,1,1,145471.94,0,29-07-2018
2811,15595388,594,1,2,30,5,0,2,1,1,124071.71,0,09-06-2018
2812,15699550,695,2,2,34,3,0,2,1,1,67502.12,0,27-10-2019
2813,15581620,597,1,1,28,7,0,3,1,1,78707.97,0,15-07-2016
2814,15600934,758,1,2,52,4,125095.94,1,1,0,171189.83,1,15-08-2019
2815,15738672,737,3,2,40,6,162485.8,2,1,0,149381.32,0,17-10-2016
2816,15721307,694,3,1,37,4,95668.82,2,1,0,100335.55,0,18-10-2018
2817,15619280,683,1,1,25,7,0,2,1,0,152698.24,0,30-08-2016
2818,15768244,538,2,2,30,5,0,2,1,1,41192.95,0,16-03-2018
2819,15806837,669,1,1,37,7,0,1,1,0,132540.33,0,07-03-2016
2820,15643496,730,1,2,34,4,74197.38,2,1,0,96875.52,0,26-03-2019
2821,15813916,622,1,2,31,5,89688.94,1,1,1,152305.47,0,28-07-2018
2822,15626385,714,2,2,33,3,103121.33,2,1,1,49672.01,0,25-12-2019
2823,15603582,569,2,2,34,4,0,1,1,0,133997.53,0,19-02-2019
2824,15764351,668,3,2,59,5,120170.07,1,0,1,50454.8,0,14-12-2017
2825,15667938,628,1,1,32,7,149136.31,2,1,1,16402.11,0,02-05-2016
2826,15576360,600,1,1,40,4,141136.79,1,1,1,67803.83,0,12-07-2019
2827,15628813,693,1,2,43,4,152341.55,1,1,0,9241.78,0,19-08-2019
2828,15584190,704,1,1,36,4,120026.98,2,0,1,100601.73,0,13-06-2019
2829,15716449,527,2,1,33,4,132168.28,1,0,0,98734.15,0,17-03-2019
2830,15759913,553,3,1,43,5,85200.82,2,1,1,160574.09,0,27-05-2018
2831,15701555,575,2,1,53,7,84903.33,2,0,1,26015.8,0,02-09-2016
2832,15758482,626,1,2,32,5,0,2,0,0,187172.54,0,11-12-2017
2833,15758171,582,1,1,20,5,0,1,1,1,55763.66,0,07-01-2018
2834,15680346,683,2,1,40,5,0,1,1,0,75848.22,0,14-09-2018
2835,15649124,850,1,1,30,3,121535.18,1,0,0,40313.47,0,04-12-2019
2836,15812917,653,2,1,35,6,116662.96,2,1,1,23864.21,0,29-12-2016
2837,15768455,679,1,1,60,6,0,2,1,1,51380.9,0,05-06-2017
2838,15703059,549,3,2,49,6,124829.16,1,0,1,93551.36,0,12-06-2017
2839,15646196,850,2,2,36,5,155180.56,2,0,0,169415.54,0,18-06-2018
2840,15585451,558,3,2,32,5,108262.87,1,1,1,6935.31,0,18-05-2018
2841,15714057,528,2,1,40,6,0,2,1,0,25399.7,0,12-06-2017
2842,15748473,801,1,1,38,7,0,2,1,0,66256.27,0,13-09-2016
2843,15785782,513,2,1,48,4,0,1,1,1,114709.13,1,26-06-2019
2844,15693233,666,3,1,38,3,99812.88,2,1,1,158357.97,0,06-12-2019
2845,15757521,606,1,1,35,6,132164.26,1,0,1,164815.59,0,07-12-2016
2846,15812513,599,3,1,45,6,103583.05,1,1,0,132127.69,1,05-05-2017
2847,15674950,544,3,1,39,4,142406.43,2,1,0,146637.45,0,05-12-2018
2848,15678572,529,2,1,38,7,99842.5,2,1,0,90256.06,1,11-07-2016
2849,15713608,850,1,2,41,7,0,2,1,1,34827.43,0,12-04-2016
2850,15579262,497,1,1,41,6,0,1,0,0,22074.48,0,18-03-2017
2851,15610426,764,1,2,39,4,81042.42,1,0,1,109805.17,0,09-11-2018
2852,15776454,603,1,2,48,4,0,1,1,0,100478.6,1,09-12-2018
2853,15771483,609,1,1,40,4,0,2,1,1,97416.34,0,29-05-2019
2854,15648489,487,1,1,53,3,199689.49,1,1,1,24207.86,1,08-10-2019
2855,15646609,748,1,1,33,4,142645.43,1,0,0,69132.66,0,15-03-2019
2856,15693203,710,2,2,75,5,0,2,1,1,9376.89,0,26-06-2018
2857,15813067,432,3,2,45,5,110219.14,1,1,0,43046.7,1,29-11-2017
2858,15769829,534,2,1,51,7,0,2,0,1,20856.31,0,02-08-2016
2859,15662434,607,1,1,25,5,0,2,0,0,187048.72,0,01-03-2018
2860,15773503,551,2,1,32,4,0,2,1,0,53420.53,0,01-01-2019
2861,15705890,674,1,1,45,7,142072.02,1,1,0,37013.29,0,12-06-2016
2862,15711398,525,1,2,25,7,0,2,1,0,89566.64,0,24-07-2016
2863,15752375,645,3,1,33,6,149564.61,1,0,0,149913.84,0,11-07-2017
2864,15659175,755,1,2,43,4,0,2,1,0,18066.69,0,08-03-2019
2865,15597033,708,3,1,37,7,153366.13,1,1,1,26912.34,0,21-03-2016
2866,15590228,715,1,1,21,6,76467.16,1,1,1,173511.72,0,18-09-2017
2867,15631848,727,1,2,26,6,121508.28,1,1,1,146785.44,0,17-09-2017
2868,15654211,559,2,2,27,7,0,1,0,1,1050.33,0,27-06-2016
2869,15707968,545,2,1,36,4,73211.12,2,1,0,89587.34,1,08-07-2019
2870,15594084,524,1,1,22,3,0,2,1,0,74405.34,0,21-11-2019
2871,15651093,707,1,2,55,4,0,2,0,1,54409.48,0,14-10-2018
2872,15798824,671,2,1,38,6,92674.94,2,1,0,3647.57,0,28-09-2016
2873,15671591,439,2,1,52,6,96196.24,4,1,0,198874.52,1,21-11-2016
2874,15707189,667,3,2,36,4,114391.62,1,1,1,53412.54,0,16-01-2019
2875,15733581,831,3,1,32,4,80262.66,1,1,0,194867.78,0,16-01-2019
2876,15641640,545,2,2,33,6,173331.52,1,1,0,150452.88,0,05-07-2017
2877,15585284,604,2,2,35,4,147285.52,1,1,1,57807.05,0,18-07-2019
2878,15617866,657,2,1,67,3,119785.47,2,1,1,107534.32,0,07-11-2019
2879,15667751,487,2,2,36,4,140137.15,1,1,0,194073.33,0,21-02-2019
2880,15669411,750,3,2,52,7,107467.56,1,1,0,126233.18,1,15-05-2016
2881,15789425,694,3,2,37,4,98218.04,2,1,0,182354.46,1,06-09-2019
2882,15570943,711,3,2,35,6,133607.75,1,1,1,120586.32,0,10-12-2016
2883,15685829,551,1,1,37,4,0,2,1,1,50578.4,0,07-07-2019
2884,15721917,559,1,2,38,5,95139.41,1,1,1,86575.46,0,05-02-2018
2885,15776047,620,1,2,29,3,0,2,0,1,153392.28,0,01-12-2019
2886,15716024,660,2,1,42,3,0,2,1,0,115509.59,0,18-11-2019
2887,15675328,449,1,2,37,6,0,2,1,0,82176.48,0,29-05-2017
2888,15604314,703,3,2,26,6,97331.19,1,1,0,63717.49,0,05-11-2016
2889,15658339,795,3,1,37,3,139265.63,2,1,1,198745.94,0,03-10-2019
2890,15630402,594,1,2,31,3,0,1,0,1,5719.11,0,07-11-2019
2891,15689616,586,2,1,34,5,168094.01,1,0,0,20058.61,0,22-03-2018
2892,15774224,613,3,2,30,6,131563.88,2,1,0,170638.98,0,02-08-2017
2893,15701291,601,1,1,44,5,0,2,1,0,30607.11,0,06-06-2018
2894,15719606,657,1,1,50,6,0,2,0,0,37171.46,0,03-06-2017
2895,15644119,531,1,1,31,7,0,1,1,1,42589.33,0,12-08-2016
2896,15646859,621,3,1,47,3,107363.29,1,1,1,66799.28,0,04-11-2019
2897,15606836,782,1,2,33,4,94493.03,1,0,1,101866.39,0,30-11-2018
2898,15664150,528,3,2,29,5,170214.23,2,1,0,49284,0,05-08-2018
