Date (StatewiseTestingDetails.csv),State (StatewiseTestingDetails.csv),Negative,Positive,Total Samples
13-11-2020,Puducherry,317003,40487,358606
14-11-2020,Puducherry,319812,40535,361101
15-11-2020,Puducherry,320265,40560,361570
16-11-2020,Puducherry,321971,40573,363331
17-11-2020,Puducherry,325636,40645,366689
18-11-2020,Puducherry,329504,40701,370307
19-11-2020,Puducherry,332979,40770,373826
20-11-2020,Puducherry,336376,40824,377294
21-11-2020,Puducherry,339854,40889,380831
22-11-2020,Puducherry,343301,40935,384417
23-11-2020,Puducherry,346460,,387618
24-11-2020,Puducherry,350749,41014,391854
25-11-2020,Puducherry,353900,41065,395113
26-11-2020,Puducherry,354623,41086,395810
27-11-2020,Puducherry,356234,41102,397419
28-11-2020,Puducherry,359129,41148,400323
29-11-2020,Puducherry,361956,41181,403249
30-11-2020,Puducherry,364043,41214,405325
01-12-2020,Puducherry,367318,41267,408641
02-12-2020,Puducherry,370672,41327,412072
03-12-2020,Puducherry,373481,,414952
04-12-2020,Puducherry,375783,41415,417259
05-12-2020,Puducherry,377553,41459,419060
06-12-2020,Puducherry,379564,41494,421165
07-12-2020,Puducherry,381224,41520,422816
08-12-2020,Puducherry,384043,41562,425700
09-12-2020,Puducherry,386699,41580,428947
10-12-2020,Puducherry,388831,41604,430517
11-12-2020,Puducherry,390299,41647,431982
12-12-2020,Puducherry,392046,41668,433791
13-12-2020,Puducherry,393744,41717,435570
14-12-2020,Puducherry,395743,41738,437551
15-12-2020,Puducherry,399050,41776,440944
16-12-2020,Puducherry,402434,41886,444444
17-12-2020,Puducherry,405562,41886,447588
18-12-2020,Puducherry,408468,41937,450501
19-12-2020,Puducherry,411613,41982,453627
20-12-2020,Puducherry,414017,42018,456079
21-12-2020,Puducherry,415945,42032,458050
22-12-2020,Puducherry,419078,42081,461245
23-12-2020,Puducherry,422024,42115,464220
24-12-2020,Puducherry,424989,42155,467228
25-12-2020,Puducherry,427942,42184,470201
26-12-2020,Puducherry,431289,42217,473586
27-12-2020,Puducherry,434181,42265,476570
28-12-2020,Puducherry,436047,42298,478398
29-12-2020,Puducherry,439591,42340,481987
30-12-2020,Puducherry,442895,42366,485332
31-12-2020,Puducherry,445976,42402,488451
01-01-2021,Puducherry,448882,42434,491519
02-01-2021,Puducherry,451332,42444,493897
03-01-2021,Puducherry,453709,42494,496376
04-01-2021,Puducherry,455972,42523,498724
05-01-2021,Puducherry,459609,42570,502458
06-01-2021,Puducherry,463049,42604,506015
07-01-2021,Puducherry,466413,42639,509392
08-01-2021,Puducherry,469855,42659,512803
09-01-2021,Puducherry,473048,42695,516036
10-01-2021,Puducherry,476095,42725,519086
11-01-2021,Puducherry,478069,42747,521149
12-01-2021,Puducherry,481741,42765,524786
13-01-2021,Puducherry,484725,42794,527788
14-01-2021,Puducherry,484588,42837,527780
15-01-2021,Puducherry,489402,42865,532468
16-01-2021,Puducherry,491694,42881,534617
17-01-2021,Puducherry,493994,42916,537161
18-01-2021,Puducherry,495682,42939,538745
19-01-2021,Puducherry,499330,42976,542508
20-01-2021,Puducherry,502913,43007,546187
21-01-2021,Puducherry,507218,43042,550551
22-01-2021,Puducherry,510503,43064,553893
23-01-2021,Puducherry,513820,,557189
24-01-2021,Puducherry,516778,,560235
25-01-2021,Puducherry,519016,43145,562668
26-01-2021,Puducherry,522262,,565731
27-01-2021,Puducherry,524343,,567923
28-01-2021,Puducherry,527286,,570695
29-01-2021,Puducherry,530084,,573656
30-01-2021,Puducherry,532712,,576341
31-01-2021,Puducherry,535037,,578693
01-02-2021,Puducherry,536222,,579841
02-02-2021,Puducherry,535914,43390,579548
03-02-2021,Puducherry,540540,43413,584300
04-02-2021,Puducherry,542580,43452,586350
05-02-2021,Puducherry,544590,43502,588451
06-02-2021,Puducherry,546611,43537,590466
07-02-2021,Puducherry,548537,43559,592495
08-02-2021,Puducherry,549891,43585,593841
09-02-2021,Puducherry,552590,43620,596527
10-02-2021,Puducherry,555120,43639,599234
11-02-2021,Puducherry,531772,43664,601600
12-02-2021,Puducherry,560001,43683,603831
13-02-2021,Puducherry,562583,43683,606413
14-02-2021,Puducherry,564491,43691,608343
15-02-2021,Puducherry,566026,43711,609743
16-02-2021,Puducherry,568003,43731,611825
17-02-2021,Puducherry,569669,43749,613649
18-02-2021,Puducherry,571377,43769,615362
19-02-2021,Puducherry,573117,43783,617198
20-02-2021,Puducherry,574693,43812,618788
21-02-2021,Puducherry,576227,43835,620331
22-02-2021,Puducherry,576657,43840,621084
23-02-2021,Puducherry,578102,43871,622216
24-02-2021,Puducherry,580101,43899,624285
25-02-2021,Puducherry,581752,43920,625920
26-02-2021,Puducherry,583800,,627975
27-02-2021,Puducherry,585151,43960,629389
28-02-2021,Puducherry,586422,43968,630827
01-03-2021,Puducherry,587139,43977,631520
02-03-2021,Puducherry,588788,44006,633005
03-03-2021,Puducherry,590179,44020,634561
04-03-2021,Puducherry,591471,44037,635847
05-03-2021,Puducherry,592586,,637161
06-03-2021,Puducherry,593770,,638483
07-03-2021,Puducherry,594831,,639753
08-03-2021,Puducherry,595226,,640132
09-03-2021,Puducherry,596501,,641718
10-03-2021,Puducherry,597776,,643126
11-03-2021,Puducherry,598224,,644328
12-03-2021,Puducherry,599124,,645530
14-03-2021,Puducherry,600310,,646395
15-03-2021,Puducherry,600867,,646998
16-03-2021,Puducherry,,,648349
17-03-2021,Puducherry,,,649639
18-03-2021,Puducherry,603214,,650992
19-03-2021,Puducherry,604397,,652339
20-03-2021,Puducherry,605614,,653684
21-03-2021,Puducherry,606756,,654922
22-03-2021,Puducherry,607818,,655441
23-03-2021,Puducherry,608337,,657413
24-03-2021,Puducherry,610055,,659537
25-03-2021,Puducherry,611920,,661576
26-03-2021,Puducherry,613703,,663740
27-03-2021,Puducherry,615229,,665762
28-03-2021,Puducherry,,,667782
29-03-2021,Puducherry,617934,,669246
30-03-2021,Puducherry,619231,,671689
31-03-2021,Puducherry,620922,,673821
01-04-2021,Puducherry,622708,,676176
02-04-2021,Puducherry,624223,,678772
03-04-2021,Puducherry,,,680074
04-04-2021,Puducherry,627106,,682490
05-04-2021,Puducherry,628512,,685192
06-04-2021,Puducherry,630675,,688210
07-04-2021,Puducherry,632738,,689359
08-04-2021,Puducherry,633708,,692810
09-04-2021,Puducherry,636073,,696561
10-04-2021,Puducherry,638735,,700382
11-04-2021,Puducherry,641594,,703730
12-04-2021,Puducherry,644023,,707181
13-04-2021,Puducherry,646445,,712231
14-04-2021,Puducherry,650282,,716607
15-04-2021,Puducherry,653668,,719418
16-04-2021,Puducherry,655565,,724132
17-04-2021,Puducherry,659076,,728880
18-04-2021,Puducherry,662541,,733950
19-04-2021,Puducherry,666405,,737514
20-04-2021,Puducherry,669341,,743184
21-04-2021,Puducherry,673536,,748791
22-04-2021,Puducherry,677819,,753466
23-04-2021,Puducherry,680750,,758547
24-04-2021,Puducherry,684081,,764577
25-04-2021,Puducherry,688469,,770209
26-04-2021,Puducherry,692936,,773660
27-04-2021,Puducherry,695574,,780162
28-04-2021,Puducherry,700035,,786995
29-04-2021,Puducherry,704594,,796722
30-04-2021,Puducherry,,,803173
01-05-2021,Puducherry,,,809704
02-05-2021,Puducherry,742031,,814877
03-05-2021,Puducherry,745430,,818210
04-05-2021,Puducherry,747952,,825030
05-05-2021,Puducherry,752684,,831923
06-05-2021,Puducherry,752684,,839073
07-05-2021,Puducherry,762176,,847293
08-05-2021,Puducherry,767568,,856425
09-05-2021,Puducherry,773923,,865447
10-05-2021,Puducherry,780257,,871273
11-05-2021,Puducherry,784226,,880331
12-05-2021,Puducherry,789822,,889507
13-05-2021,Puducherry,795654,,898799
14-05-2021,Puducherry,801649,,907947
15-05-2021,Puducherry,807568,,917086
16-05-2021,Puducherry,814097,,926532
17-05-2021,Puducherry,820357,,934588
18-05-2021,Puducherry,825199,,944147
19-05-2021,Puducherry,831526,,953154
20-05-2021,Puducherry,837900,,962501
21-05-2021,Puducherry,844423,,971544
22-05-2021,Puducherry,850822,,980636
23-05-2021,Puducherry,857441,,989673
24-05-2021,Puducherry,863943,,997347
25-05-2021,Puducherry,869700,,1006495
26-05-2021,Puducherry,876459,,1015527
27-05-2021,Puducherry,883006,,1025000
28-05-2021,Puducherry,889718,,1034012
29-05-2021,Puducherry,896432,,1043130
30-05-2021,Puducherry,903558,,1051567
31-05-2021,Puducherry,,,1058568
01-06-2021,Puducherry,922012,,1067108
02-06-2021,Puducherry,,,1076259
03-06-2021,Puducherry,929317,,1085293
04-06-2021,Puducherry,936516,,1094751
05-06-2021,Puducherry,944264,,1103837
06-06-2021,Puducherry,951695,,1113052
07-06-2021,Puducherry,959332,,1120783
08-06-2021,Puducherry,965670,,1129875
09-06-2021,Puducherry,973119,,1138391
10-06-2021,Puducherry,979873,,1146606
11-06-2021,Puducherry,986534,,1155765
12-06-2021,Puducherry,994218,,1164795
13-06-2021,Puducherry,1001803,,1173519
14-06-2021,Puducherry,1009037,,1181176
15-06-2021,Puducherry,1015787,,1190193
16-06-2021,Puducherry,1023364,,1199383
17-06-2021,Puducherry,1031190,,1208489
18-06-2021,Puducherry,1038858,,1217174
19-06-2021,Puducherry,1046160,,1226189
20-06-2021,Puducherry,1053794,,1234603
21-06-2021,Puducherry,1061029,,1241952
22-06-2021,Puducherry,1067182,,1250794
23-06-2021,Puducherry,1074664,,1258995
24-06-2021,Puducherry,1081549,,1267886
25-06-2021,Puducherry,1089135,,1276071
26-06-2021,Puducherry,1096058,,1284089
27-06-2021,Puducherry,1102856,,1292237
28-06-2021,Puducherry,1109646,,1299488
29-06-2021,Puducherry,1116088,,1308198
30-06-2021,Puducherry,1123586,,1316296
01-07-2021,Puducherry,,,1324645
02-07-2021,Puducherry,,,1332960
03-07-2021,Puducherry,1151363,,1340668
04-07-2021,Puducherry,,,1347419
05-07-2021,Puducherry,,,1353016
06-07-2021,Puducherry,,,1359847
07-07-2021,Puducherry,1167685,,1366603
08-07-2021,Puducherry,1173249,,1373059
09-07-2021,Puducherry,1178536,,1379107
10-07-2021,Puducherry,1183432,,1385152
11-07-2021,Puducherry,1188204,,1390973
12-07-2021,Puducherry,,,1395187
13-07-2021,Puducherry,1191961,,1400945
14-07-2021,Puducherry,1196662,,1407033
15-07-2021,Puducherry,1201844,,1413400
16-07-2021,Puducherry,1207165,,1419519
17-07-2021,Puducherry,1212395,,1425914
18-07-2021,Puducherry,1217864,,1432086
19-07-2021,Puducherry,1223127,,1437329
20-07-2021,Puducherry,1227941,,1443817
21-07-2021,Puducherry,1233492,,1450366
22-07-2021,Puducherry,1238984,,1454997
23-07-2021,Puducherry,1243054,,1461252
24-07-2021,Puducherry,1248280,,1467306
25-07-2021,Puducherry,1253418,,1473256
26-07-2021,Puducherry,1258231,,1478022
27-07-2021,Puducherry,1262592,,1483146
28-07-2021,Puducherry,1267204,,1488781
29-07-2021,Puducherry,1272544,,1493907
30-07-2021,Puducherry,1277003,,1499224
31-07-2021,Puducherry,1281605,,1504306
01-08-2021,Puducherry,1286067,,1509217
02-08-2021,Puducherry,1290385,,1513612
03-08-2021,Puducherry,1294278,,1519276
04-08-2021,Puducherry,1299072,,1525144
05-08-2021,Puducherry,1304049,,1531097
06-08-2021,Puducherry,1309163,,1536933
07-08-2021,Puducherry,1314179,,1542454
08-08-2021,Puducherry,1318698,,1547944
09-08-2021,Puducherry,1323204,,1551621
10-08-2021,Puducherry,1326325,,1557320
02-04-2020,Punjab,,37,1434
08-04-2020,Punjab,2614,106,2937
09-04-2020,Punjab,2777,130,3192
10-04-2020,Punjab,2972,151,3461
11-04-2020,Punjab,3249,158,3909
12-04-2020,Punjab,3590,170,4281
13-04-2020,Punjab,3858,176,4480
14-04-2020,Punjab,4047,184,4844
15-04-2020,Punjab,4404,186,5193
16-04-2020,Punjab,4727,197,5524
17-04-2020,Punjab,5113,211,5988
18-04-2020,Punjab,5354,234,6167
19-04-2020,Punjab,5949,244,6607
20-04-2020,Punjab,6273,245,6797
21-04-2020,Punjab,6769,251,7355
22-04-2020,Punjab,7100,257,7887
23-04-2020,Punjab,7433,283,8757
24-04-2020,Punjab,8310,298,10611
25-04-2020,Punjab,9392,308,13270
26-04-2020,Punjab,10497,322,14317
27-04-2020,Punjab,12333,330,15516
28-04-2020,Punjab,13966,342,17021
29-04-2020,Punjab,15690,375,18670
30-04-2020,Punjab,17286,480,21205
01-05-2020,Punjab,18222,585,23176
02-05-2020,Punjab,19316,772,24868
03-05-2020,Punjab,20197,1102,26439
04-05-2020,Punjab,21295,1232,28545
05-05-2020,Punjab,23352,1451,30199
06-05-2020,Punjab,24303,1526,32060
07-05-2020,Punjab,28933,1644,34701
08-05-2020,Punjab,31219,1731,37950
09-05-2020,Punjab,33639,1762,39462
10-05-2020,Punjab,35293,1823,40962
11-05-2020,Punjab,37993,1877,42306
12-05-2020,Punjab,39060,1914,43999
13-05-2020,Punjab,40637,1924,46026
14-05-2020,Punjab,42425,1935,47408
15-05-2020,Punjab,44319,1932,49301
16-05-2020,Punjab,46028,1946,50613
17-05-2020,Punjab,47484,1964,51812
18-05-2020,Punjab,48813,1980,52955
19-05-2020,Punjab,50070,2002,55634
20-05-2020,Punjab,51956,2005,57737
21-05-2020,Punjab,53871,2028,59618
22-05-2020,Punjab,55777,2029,62399
23-05-2020,Punjab,57899,2045,63567
24-05-2020,Punjab,60114,2060,66142
25-05-2020,Punjab,62686,2081,67213
26-05-2020,Punjab,64160,2106,69818
27-05-2020,Punjab,66417,2139,72468
28-05-2020,Punjab,67325,2158,72468
29-05-2020,Punjab,,2197,81021
30-05-2020,Punjab,,2233,84497
31-05-2020,Punjab,,2263,87852
01-06-2020,Punjab,,2301,91113
02-06-2020,Punjab,,2342,96329
03-06-2020,Punjab,,2376,101036
04-06-2020,Punjab,,2415,106933
05-06-2020,Punjab,,2461,113542
06-06-2020,Punjab,,2515,115974
07-06-2020,Punjab,,2608,124266
08-06-2020,Punjab,,2663,129821
09-06-2020,Punjab,,2719,136343
10-06-2020,Punjab,,2805,144467
11-06-2020,Punjab,,2887,154498
12-06-2020,Punjab,,2986,165548
13-06-2020,Punjab,,3063,176533
14-06-2020,Punjab,,3140,182225
15-06-2020,Punjab,,3267,188699
16-06-2020,Punjab,,3371,198211
17-06-2020,Punjab,,3497,208408
18-06-2020,Punjab,,3615,219528
19-06-2020,Punjab,,3832,227012
20-06-2020,Punjab,,3952,235700
21-06-2020,Punjab,,4074,240803
22-06-2020,Punjab,,4235,246760
23-06-2020,Punjab,,4397,255380
24-06-2020,Punjab,,4627,260857
25-06-2020,Punjab,,4769,269037
26-06-2020,Punjab,,4957,276919
27-06-2020,Punjab,,5056,284431
28-06-2020,Punjab,,5216,289923
29-06-2020,Punjab,,5418,294448
30-06-2020,Punjab,,5568,301830
01-07-2020,Punjab,,5668,308998
02-07-2020,Punjab,,5784,317802
03-07-2020,Punjab,,5937,324054
04-07-2020,Punjab,,6109,331585
05-07-2020,Punjab,,6283,337789
06-07-2020,Punjab,,6491,342524
07-07-2020,Punjab,,6749,352363
08-07-2020,Punjab,,6907,360189
09-07-2020,Punjab,,7140,369425
10-07-2020,Punjab,,7357,378045
11-07-2020,Punjab,,7587,388494
12-07-2020,Punjab,,7821,395185
13-07-2020,Punjab,,8178,400944
14-07-2020,Punjab,,8511,409643
15-07-2020,Punjab,,8799,421593
16-07-2020,Punjab,,9094,429832
17-07-2020,Punjab,,9442,438793
18-07-2020,Punjab,,9792,450732
19-07-2020,Punjab,,10100,459900
20-07-2020,Punjab,,10510,466057
21-07-2020,Punjab,,10889,478421
22-07-2020,Punjab,,11301,489836
23-07-2020,Punjab,,11739,500562
24-07-2020,Punjab,,12216,509267
25-07-2020,Punjab,,12684,521906
26-07-2020,Punjab,,13218,531336
27-07-2020,Punjab,,13769,539371
28-07-2020,Punjab,,14378,550267
29-07-2020,Punjab,,14946,561121
30-07-2020,Punjab,,15456,572067
31-07-2020,Punjab,,16119,582573
01-08-2020,Punjab,,17063,592392
02-08-2020,Punjab,,17853,599651
03-08-2020,Punjab,,18527,603912
04-08-2020,Punjab,,19015,611609
05-08-2020,Punjab,,19856,622127
06-08-2020,Punjab,,20891,634271
07-08-2020,Punjab,,21930,646439
08-08-2020,Punjab,,22928,659284
09-08-2020,Punjab,,23903,672761
10-08-2020,Punjab,,24889,681321
11-08-2020,Punjab,,25889,697327
12-08-2020,Punjab,,,711260
13-08-2020,Punjab,,,723357
14-08-2020,Punjab,,29013,741834
15-08-2020,Punjab,,30041,759990
16-08-2020,Punjab,,,770873
17-08-2020,Punjab,,,782463
18-08-2020,Punjab,,34400,801990
19-08-2020,Punjab,,,819657
20-08-2020,Punjab,,,839947
21-08-2020,Punjab,,39327,863840
22-08-2020,Punjab,,,885950
23-08-2020,Punjab,,,907160
24-08-2020,Punjab,,,919614
25-08-2020,Punjab,,,941939
26-08-2020,Punjab,,,964051
27-08-2020,Punjab,,,988119
28-08-2020,Punjab,,,1007852
29-08-2020,Punjab,,,1026465
30-08-2020,Punjab,,,1046132
31-08-2020,Punjab,,,1062667
01-09-2020,Punjab,,,1081671
02-09-2020,Punjab,,,1101912
03-09-2020,Punjab,,,1121016
04-09-2020,Punjab,,,1144008
05-09-2020,Punjab,,,1168106
06-09-2020,Punjab,,,1193260
07-09-2020,Punjab,,,1212432
08-09-2020,Punjab,,,1241120
09-09-2020,Punjab,,,1269052
10-09-2020,Punjab,,,1298969
11-09-2020,Punjab,,,1332564
12-09-2020,Punjab,,,1364940
13-09-2020,Punjab,,,1391662
14-09-2020,Punjab,,,1410759
15-09-2020,Punjab,,,1439583
16-09-2020,Punjab,,,1467301
17-09-2020,Punjab,,,1496340
18-09-2020,Punjab,,,1524012
19-09-2020,Punjab,,,1552393
20-09-2020,Punjab,,,1579113
21-09-2020,Punjab,,,1599134
22-09-2020,Punjab,,,1627821
23-09-2020,Punjab,,,1654508
24-09-2020,Punjab,,,1682723
25-09-2020,Punjab,,,1713652
26-09-2020,Punjab,,,1740183
27-09-2020,Punjab,,,1763498
28-09-2020,Punjab,,,1786627
29-09-2020,Punjab,,,1810086
30-09-2020,Punjab,,,1841955
01-10-2020,Punjab,,,1872887
02-10-2020,Punjab,,,1902976
03-10-2020,Punjab,,,1928289
04-10-2020,Punjab,,,1951623
05-10-2020,Punjab,,,1973958
06-10-2020,Punjab,,,1996719
07-10-2020,Punjab,,,2025935
08-10-2020,Punjab,,,2053875
09-10-2020,Punjab,,,2084554
10-10-2020,Punjab,,,2117713
11-10-2020,Punjab,,,2145369
12-10-2020,Punjab,,124535,2167731
13-10-2020,Punjab,,,2189467
14-10-2020,Punjab,,,2218914
15-10-2020,Punjab,,,2247431
16-10-2020,Punjab,,,2274772
17-10-2020,Punjab,,,2300669
18-10-2020,Punjab,,,2321084
19-10-2020,Punjab,,,2339398
20-10-2020,Punjab,,,2359842
21-10-2020,Punjab,,,2385846
22-10-2020,Punjab,,,2409686
23-10-2020,Punjab,,,2433133
24-10-2020,Punjab,,,2457574
25-10-2020,Punjab,,,2478710
26-10-2020,Punjab,,,2493748
27-10-2020,Punjab,,,2515967
28-10-2020,Punjab,,,2538610
29-10-2020,Punjab,,,2561105
30-10-2020,Punjab,,,2582787
31-10-2020,Punjab,,,2604208
01-11-2020,Punjab,,,2620786
02-11-2020,Punjab,,,2630382
03-11-2020,Punjab,,,2650809
04-11-2020,Punjab,,,2669626
05-11-2020,Punjab,,,2687429
06-11-2020,Punjab,,,2706741
07-11-2020,Punjab,,,2726398
08-11-2020,Punjab,,,2747106
09-11-2020,Punjab,,,2756807
10-11-2020,Punjab,,,2779972
11-11-2020,Punjab,,,2801305
12-11-2020,Punjab,,,2822668
13-11-2020,Punjab,,,2843699
14-11-2020,Punjab,,,2864299
15-11-2020,Punjab,,,2868278
16-11-2020,Punjab,,,2878477
17-11-2020,Punjab,,,2901513
18-11-2020,Punjab,,,2922722
19-11-2020,Punjab,,,2946382
20-11-2020,Punjab,,,2970682
21-11-2020,Punjab,,,2995244
22-11-2020,Punjab,,,3015699
23-11-2020,Punjab,,,3024921
24-11-2020,Punjab,,,3051542
25-11-2020,Punjab,,,3075865
26-11-2020,Punjab,,,3103006
27-11-2020,Punjab,,,3128711
28-11-2020,Punjab,,,3156767
29-11-2020,Punjab,,,3181773
30-11-2020,Punjab,,,3193166
01-12-2020,Punjab,,,3208209
02-12-2020,Punjab,,,3237858
03-12-2020,Punjab,,,3265505
04-12-2020,Punjab,,,3295141
05-12-2020,Punjab,,,3324621
06-12-2020,Punjab,,,3352671
07-12-2020,Punjab,,,3365119
08-12-2020,Punjab,,,3395729
09-12-2020,Punjab,,,3423632
10-12-2020,Punjab,,,3442386
11-12-2020,Punjab,,,3468629
12-12-2020,Punjab,,,3494393
13-12-2020,Punjab,,,3522061
14-12-2020,Punjab,,,3533856
15-12-2020,Punjab,,,3558306
16-12-2020,Punjab,,,3583661
17-12-2020,Punjab,,,3609574
18-12-2020,Punjab,,,3634626
19-12-2020,Punjab,,,3659116
20-12-2020,Punjab,,,3675493
21-12-2020,Punjab,,,3687114
22-12-2020,Punjab,,,3712608
23-12-2020,Punjab,,,3736616
24-12-2020,Punjab,,,3762120
25-12-2020,Punjab,,,3786885
26-12-2020,Punjab,,,3802080
27-12-2020,Punjab,,,3821222
28-12-2020,Punjab,,,3832411
29-12-2020,Punjab,,,3856388
30-12-2020,Punjab,,,3878599
31-12-2020,Punjab,,,3900473
01-01-2021,Punjab,,,3921171
02-01-2021,Punjab,,,3937741
03-01-2021,Punjab,,,3955383
04-01-2021,Punjab,,,3966071
05-01-2021,Punjab,,,3988705
06-01-2021,Punjab,,,4011514
07-01-2021,Punjab,,,4033992
08-01-2021,Punjab,,,4058814
09-01-2021,Punjab,,,4080787
10-01-2021,Punjab,,,4101234
11-01-2021,Punjab,,,4111108
12-01-2021,Punjab,,,4134274
13-01-2021,Punjab,,,4158855
14-01-2021,Punjab,,,4177959
15-01-2021,Punjab,,,4197346
16-01-2021,Punjab,,,4218130
17-01-2021,Punjab,,,4238428
18-01-2021,Punjab,,,4249101
19-01-2021,Punjab,,,4271814
20-01-2021,Punjab,,,4292764
21-01-2021,Punjab,,,4307614
22-01-2021,Punjab,,,4328277
23-01-2021,Punjab,,,4348641
24-01-2021,Punjab,,,4366353
25-01-2021,Punjab,,,4376767
26-01-2021,Punjab,,,4395884
27-01-2021,Punjab,,,4404889
28-01-2021,Punjab,,,4425238
29-01-2021,Punjab,,,4444257
30-01-2021,Punjab,,,4463437
31-01-2021,Punjab,,,4482617
01-02-2021,Punjab,,,4490598
02-02-2021,Punjab,,,4506064
03-02-2021,Punjab,,,4520789
04-02-2021,Punjab,,,4538121
05-02-2021,Punjab,,,4556670
06-02-2021,Punjab,,,4576958
07-02-2021,Punjab,,,4594107
08-02-2021,Punjab,,,4603909
09-02-2021,Punjab,,,4625667
10-02-2021,Punjab,,,4646808
11-02-2021,Punjab,,,4669167
12-02-2021,Punjab,,,4689490
13-02-2021,Punjab,,,4709119
14-02-2021,Punjab,,,4726971
15-02-2021,Punjab,,,4735787
16-02-2021,Punjab,,,4755811
17-02-2021,Punjab,,,4774987
18-02-2021,Punjab,,,4794887
19-02-2021,Punjab,,,4813220
20-02-2021,Punjab,,,4833218
21-02-2021,Punjab,,,4850347
22-02-2021,Punjab,,,4860435
23-02-2021,Punjab,,,4882164
24-02-2021,Punjab,,,4902624
25-02-2021,Punjab,,,4926621
26-02-2021,Punjab,,,4953750
27-02-2021,Punjab,,,4982773
28-02-2021,Punjab,,,4999390
01-03-2021,Punjab,,,5013117
02-03-2021,Punjab,,,5041833
03-03-2021,Punjab,,,5069381
04-03-2021,Punjab,,,5097802
05-03-2021,Punjab,,,5126962
06-03-2021,Punjab,,,5159683
07-03-2021,Punjab,,,5190528
08-03-2021,Punjab,,,5205020
09-03-2021,Punjab,,,5236903
10-03-2021,Punjab,,,5263900
11-03-2021,Punjab,,,5294288
12-03-2021,Punjab,,,5313932
13-03-2021,Punjab,,,5347572
14-03-2021,Punjab,,,5378531
15-03-2021,Punjab,,,5393825
16-03-2021,Punjab,,,5427097
17-03-2021,Punjab,,,5460889
18-03-2021,Punjab,,,5493673
19-03-2021,Punjab,,,5528559
20-03-2021,Punjab,,,5566330
21-03-2021,Punjab,,,5603286
22-03-2021,Punjab,,,5626458
23-03-2021,Punjab,,,5666257
24-03-2021,Punjab,,,5703944
25-03-2021,Punjab,,,5744842
26-03-2021,Punjab,,,5782674
27-03-2021,Punjab,,,5810694
28-03-2021,Punjab,,,5848083
29-03-2021,Punjab,,,5870655
30-03-2021,Punjab,,,5894441
31-03-2021,Punjab,,,5932096
01-04-2021,Punjab,,,5972667
02-04-2021,Punjab,,,6014612
03-04-2021,Punjab,,,6043312
04-04-2021,Punjab,,,6080083
05-04-2021,Punjab,,,6101688
06-04-2021,Punjab,,,6145532
07-04-2021,Punjab,,,6189014
08-04-2021,Punjab,,,6235386
09-04-2021,Punjab,,,6270878
10-04-2021,Punjab,,,6308652
11-04-2021,Punjab,,,6346316
12-04-2021,Punjab,,,6368902
13-04-2021,Punjab,,,6407939
14-04-2021,Punjab,,,6440181
15-04-2021,Punjab,,,6473869
16-04-2021,Punjab,,,6517986
17-04-2021,Punjab,,,6561028
18-04-2021,Punjab,,,6607723
19-04-2021,Punjab,,,6639409
20-04-2021,Punjab,,,6690798
21-04-2021,Punjab,,,6744906
22-04-2021,Punjab,,,6792211
23-04-2021,Punjab,,,6848790
24-04-2021,Punjab,,,6903246
25-04-2021,Punjab,,,6961532
26-04-2021,Punjab,,,6996890
27-04-2021,Punjab,,,7054436
28-04-2021,Punjab,,,7107801
29-04-2021,Punjab,,,7163789
30-04-2021,Punjab,,,7221431
01-05-2021,Punjab,,,7281978
02-05-2021,Punjab,,,7340768
03-05-2021,Punjab,,,7377560
04-05-2021,Punjab,,,7443337
05-05-2021,Punjab,,,7510673
06-05-2021,Punjab,,,7574249
07-05-2021,Punjab,,,7642667
08-05-2021,Punjab,,,7707585
09-05-2021,Punjab,,,7767351
10-05-2021,Punjab,,,7805157
11-05-2021,Punjab,,,7868067
12-05-2021,Punjab,,,7932936
13-05-2021,Punjab,,,8001745
14-05-2021,Punjab,,,8072800
15-05-2021,Punjab,,,8140404
16-05-2021,Punjab,,,8212826
17-05-2021,Punjab,,,8273820
18-05-2021,Punjab,,,8337236
19-05-2021,Punjab,,,8410481
20-05-2021,Punjab,,,8482144
21-05-2021,Punjab,,,8556117
22-05-2021,Punjab,,,8636245
23-05-2021,Punjab,,,8719503
24-05-2021,Punjab,,,8775622
25-05-2021,Punjab,,,8850305
26-05-2021,Punjab,,,8925740
27-05-2021,Punjab,,,9001438
28-05-2021,Punjab,,,9074280
29-05-2021,Punjab,,,9142425
30-05-2021,Punjab,,,9209841
31-05-2021,Punjab,,,9256146
01-06-2021,Punjab,,,9325491
02-06-2021,Punjab,,,9393735
03-06-2021,Punjab,,,9462776
04-06-2021,Punjab,,,9530712
05-06-2021,Punjab,,,9598059
06-06-2021,Punjab,,,9660801
07-06-2021,Punjab,,,9698676
08-06-2021,Punjab,,,9762160
09-06-2021,Punjab,,,9823991
10-06-2021,Punjab,,,9880737
11-06-2021,Punjab,,,9941391
12-06-2021,Punjab,,,9996859
13-06-2021,Punjab,,,10051022
14-06-2021,Punjab,,,10083279
15-06-2021,Punjab,,,10136118
16-06-2021,Punjab,,,10188326
17-06-2021,Punjab,,,10245131
18-06-2021,Punjab,,,10301323
19-06-2021,Punjab,,,10356036
20-06-2021,Punjab,,,10412909
21-06-2021,Punjab,,,10445775
22-06-2021,Punjab,,,10501071
23-06-2021,Punjab,,,10558558
24-06-2021,Punjab,,,10614550
25-06-2021,Punjab,,,10656459
26-06-2021,Punjab,,,10712980
27-06-2021,Punjab,,,10764272
