Confirmed Foreign National,Confirmed Indian National,Date,State/UnionTerritory1,Time,Confirmed,Cured,Deaths,Sno
-,-,02-06-2020,Nagaland,8:00 AM,43,0,0,2582
-,-,02-06-2020,Odisha,8:00 AM,2104,1245,7,2583
-,-,02-06-2020,Puducherry,8:00 AM,74,25,0,2584
-,-,02-06-2020,Punjab,8:00 AM,2301,2000,45,2585
-,-,02-06-2020,Rajasthan,8:00 AM,8980,6040,198,2586
-,-,02-06-2020,Sikkim,8:00 AM,1,0,0,2587
-,-,02-06-2020,Tamil Nadu,8:00 AM,23495,13170,184,2588
-,-,02-06-2020,Telengana,8:00 AM,2792,1491,88,2589
-,-,02-06-2020,Tripura,8:00 AM,420,173,0,2590
-,-,02-06-2020,Uttarakhand,8:00 AM,958,222,6,2591
-,-,02-06-2020,Uttar Pradesh,8:00 AM,8075,4843,217,2592
-,-,02-06-2020,West Bengal,8:00 AM,5772,2306,325,2593
-,-,02-06-2020,Cases being reassigned to states,8:00 AM,6414,0,0,2594
-,-,03-06-2020,Andaman and Nicobar Islands,8:00 AM,33,33,0,2595
-,-,03-06-2020,Andhra Pradesh,8:00 AM,3898,2421,64,2596
-,-,03-06-2020,Arunachal Pradesh,8:00 AM,22,1,0,2597
-,-,03-06-2020,Assam,8:00 AM,1513,324,4,2598
-,-,03-06-2020,Bihar,8:00 AM,4155,1946,24,2599
-,-,03-06-2020,Chandigarh,8:00 AM,301,214,5,2600
-,-,03-06-2020,Chhattisgarh,8:00 AM,564,130,1,2601
-,-,03-06-2020,Dadra and Nagar Haveli and Daman and Diu,8:00 AM,4,1,0,2602
-,-,03-06-2020,Delhi,8:00 AM,22132,9243,556,2603
-,-,03-06-2020,Goa,8:00 AM,79,57,0,2604
-,-,03-06-2020,Gujarat,8:00 AM,17617,11894,1092,2605
-,-,03-06-2020,Haryana,8:00 AM,2652,1069,23,2606
-,-,03-06-2020,Himachal Pradesh,8:00 AM,345,140,5,2607
-,-,03-06-2020,Jammu and Kashmir,8:00 AM,2718,953,33,2608
-,-,03-06-2020,Jharkhand,8:00 AM,712,320,5,2609
-,-,03-06-2020,Karnataka,8:00 AM,3796,1403,52,2610
-,-,03-06-2020,Kerala,8:00 AM,1412,627,11,2611
-,-,03-06-2020,Ladakh,8:00 AM,81,47,1,2612
-,-,03-06-2020,Madhya Pradesh,8:00 AM,8420,5221,364,2613
-,-,03-06-2020,Maharashtra,8:00 AM,72300,31333,2465,2614
-,-,03-06-2020,Manipur,8:00 AM,89,14,0,2615
-,-,03-06-2020,Meghalaya,8:00 AM,27,12,1,2616
-,-,03-06-2020,Mizoram,8:00 AM,13,1,0,2617
-,-,03-06-2020,Nagaland,8:00 AM,49,0,0,2618
-,-,03-06-2020,Odisha,8:00 AM,2245,1325,7,2619
-,-,03-06-2020,Puducherry,8:00 AM,82,25,0,2620
-,-,03-06-2020,Punjab,8:00 AM,2342,2017,46,2621
-,-,03-06-2020,Rajasthan,8:00 AM,9373,6435,203,2622
-,-,03-06-2020,Sikkim,8:00 AM,1,0,0,2623
-,-,03-06-2020,Tamil Nadu,8:00 AM,24586,13706,197,2624
-,-,03-06-2020,Telengana,8:00 AM,2891,1526,92,2625
-,-,03-06-2020,Tripura,8:00 AM,468,173,0,2626
-,-,03-06-2020,Uttarakhand,8:00 AM,1043,252,7,2627
-,-,03-06-2020,Uttar Pradesh,8:00 AM,8361,5030,222,2628
-,-,03-06-2020,West Bengal,8:00 AM,6168,2410,335,2629
-,-,03-06-2020,Cases being reassigned to states,8:00 AM,7123,0,0,2630
-,-,04-06-2020,Andaman and Nicobar Islands,8:00 AM,33,33,0,2631
-,-,04-06-2020,Andhra Pradesh,8:00 AM,4080,2466,68,2632
-,-,04-06-2020,Arunachal Pradesh,8:00 AM,38,1,0,2633
-,-,04-06-2020,Assam,8:00 AM,1672,413,4,2634
-,-,04-06-2020,Bihar,8:00 AM,4390,2077,25,2635
-,-,04-06-2020,Chandigarh,8:00 AM,301,214,5,2636
-,-,04-06-2020,Chhattisgarh,8:00 AM,668,188,2,2637
-,-,04-06-2020,Dadra and Nagar Haveli and Daman and Diu,8:00 AM,8,1,0,2638
-,-,04-06-2020,Delhi,8:00 AM,23645,9542,606,2639
-,-,04-06-2020,Goa,8:00 AM,79,57,0,2640
-,-,04-06-2020,Gujarat,8:00 AM,18100,12212,1122,2641
-,-,04-06-2020,Haryana,8:00 AM,2954,1089,23,2642
-,-,04-06-2020,Himachal Pradesh,8:00 AM,359,150,5,2643
-,-,04-06-2020,Jammu and Kashmir,8:00 AM,2857,1007,34,2644
-,-,04-06-2020,Jharkhand,8:00 AM,752,321,5,2645
-,-,04-06-2020,Karnataka,8:00 AM,4063,1514,53,2646
-,-,04-06-2020,Kerala,8:00 AM,1494,651,11,2647
-,-,04-06-2020,Ladakh,8:00 AM,90,48,1,2648
-,-,04-06-2020,Madhya Pradesh,8:00 AM,8588,5445,371,2649
-,-,04-06-2020,Maharashtra,8:00 AM,74860,32329,2587,2650
-,-,04-06-2020,Manipur,8:00 AM,118,38,0,2651
-,-,04-06-2020,Meghalaya,8:00 AM,33,13,1,2652
-,-,04-06-2020,Mizoram,8:00 AM,14,1,0,2653
-,-,04-06-2020,Nagaland,8:00 AM,58,0,0,2654
-,-,04-06-2020,Odisha,8:00 AM,2388,1416,7,2655
-,-,04-06-2020,Puducherry,8:00 AM,82,25,0,2656
-,-,04-06-2020,Punjab,8:00 AM,2376,2029,47,2657
-,-,04-06-2020,Rajasthan,8:00 AM,9652,6744,209,2658
-,-,04-06-2020,Sikkim,8:00 AM,2,0,0,2659
-,-,04-06-2020,Tamil Nadu,8:00 AM,25872,14316,208,2660
-,-,04-06-2020,Telengana,8:00 AM,3020,1556,99,2661
-,-,04-06-2020,Tripura,8:00 AM,468,173,0,2662
-,-,04-06-2020,Uttarakhand,8:00 AM,1085,282,8,2663
-,-,04-06-2020,Uttar Pradesh,8:00 AM,8729,5176,229,2664
-,-,04-06-2020,West Bengal,8:00 AM,6508,2580,345,2665
-,-,04-06-2020,Cases being reassigned to states,8:00 AM,7483,0,0,2666
-,-,05-06-2020,Andaman and Nicobar Islands,8:00 AM,33,33,0,2667
-,-,05-06-2020,Andhra Pradesh,8:00 AM,4223,2539,71,2668
-,-,05-06-2020,Arunachal Pradesh,8:00 AM,42,1,0,2669
-,-,05-06-2020,Assam,8:00 AM,1988,442,4,2670
-,-,05-06-2020,Bihar,8:00 AM,4493,2210,29,2671
-,-,05-06-2020,Chandigarh,8:00 AM,301,214,5,2672
-,-,05-06-2020,Chhattisgarh,8:00 AM,756,213,2,2673
-,-,05-06-2020,Dadra and Nagar Haveli and Daman and Diu,8:00 AM,12,1,0,2674
-,-,05-06-2020,Delhi,8:00 AM,25004,9898,650,2675
-,-,05-06-2020,Goa,8:00 AM,166,57,0,2676
-,-,05-06-2020,Gujarat,8:00 AM,18584,12667,1155,2677
-,-,05-06-2020,Haryana,8:00 AM,3281,2134,24,2678
-,-,05-06-2020,Himachal Pradesh,8:00 AM,383,179,5,2679
-,-,05-06-2020,Jammu and Kashmir,8:00 AM,3142,1048,35,2680
-,-,05-06-2020,Jharkhand,8:00 AM,793,354,6,2681
-,-,05-06-2020,Karnataka,8:00 AM,4320,1610,57,2682
-,-,05-06-2020,Kerala,8:00 AM,1588,690,14,2683
-,-,05-06-2020,Ladakh,8:00 AM,90,48,1,2684
-,-,05-06-2020,Madhya Pradesh,8:00 AM,8762,5637,377,2685
-,-,05-06-2020,Maharashtra,8:00 AM,77793,33681,2710,2686
-,-,05-06-2020,Manipur,8:00 AM,124,38,0,2687
-,-,05-06-2020,Meghalaya,8:00 AM,33,13,1,2688
-,-,05-06-2020,Mizoram,8:00 AM,17,1,0,2689
-,-,05-06-2020,Nagaland,8:00 AM,80,0,0,2690
-,-,05-06-2020,Odisha,8:00 AM,2478,1416,7,2691
-,-,05-06-2020,Puducherry,8:00 AM,82,25,0,2692
-,-,05-06-2020,Punjab,8:00 AM,2415,2043,47,2693
-,-,05-06-2020,Rajasthan,8:00 AM,9862,7104,213,2694
-,-,05-06-2020,Sikkim,8:00 AM,2,0,0,2695
-,-,05-06-2020,Tamil Nadu,8:00 AM,27256,14902,220,2696
-,-,05-06-2020,Telengana,8:00 AM,3147,1587,105,2697
-,-,05-06-2020,Tripura,8:00 AM,644,173,0,2698
-,-,05-06-2020,Uttarakhand,8:00 AM,1153,297,10,2699
-,-,05-06-2020,Uttar Pradesh,8:00 AM,9237,5439,245,2700
-,-,05-06-2020,West Bengal,8:00 AM,6876,2768,355,2701
-,-,05-06-2020,Cases being reassigned to states,8:00 AM,7610,0,0,2702
-,-,06-06-2020,Andaman and Nicobar Islands,8:00 AM,33,33,0,2703
-,-,06-06-2020,Andhra Pradesh,8:00 AM,4303,2576,73,2704
-,-,06-06-2020,Arunachal Pradesh,8:00 AM,45,1,0,2705
-,-,06-06-2020,Assam,8:00 AM,2153,498,4,2706
-,-,06-06-2020,Bihar,8:00 AM,4596,2225,29,2707
-,-,06-06-2020,Chandigarh,8:00 AM,304,222,5,2708
-,-,06-06-2020,Chhattisgarh,8:00 AM,879,244,2,2709
-,-,06-06-2020,Dadra and Nagar Haveli and Daman and Diu,8:00 AM,14,1,0,2710
-,-,06-06-2020,Delhi,8:00 AM,26334,10315,708,2711
-,-,06-06-2020,Goa,8:00 AM,196,65,0,2712
-,-,06-06-2020,Gujarat,8:00 AM,19094,13003,1190,2713
-,-,06-06-2020,Haryana,8:00 AM,3597,2134,24,2714
-,-,06-06-2020,Himachal Pradesh,8:00 AM,393,189,5,2715
-,-,06-06-2020,Jammu and Kashmir,8:00 AM,3324,1086,36,2716
-,-,06-06-2020,Jharkhand,8:00 AM,881,410,7,2717
-,-,06-06-2020,Karnataka,8:00 AM,4835,1688,57,2718
-,-,06-06-2020,Kerala,8:00 AM,1699,712,14,2719
-,-,06-06-2020,Ladakh,8:00 AM,97,48,1,2720
-,-,06-06-2020,Madhya Pradesh,8:00 AM,8996,5878,384,2721
-,-,06-06-2020,Maharashtra,8:00 AM,80229,35156,2849,2722
-,-,06-06-2020,Manipur,8:00 AM,132,41,0,2723
-,-,06-06-2020,Meghalaya,8:00 AM,33,13,1,2724
-,-,06-06-2020,Mizoram,8:00 AM,22,1,0,2725
-,-,06-06-2020,Nagaland,8:00 AM,94,0,0,2726
-,-,06-06-2020,Odisha,8:00 AM,2608,1604,8,2727
-,-,06-06-2020,Puducherry,8:00 AM,99,36,0,2728
-,-,06-06-2020,Punjab,8:00 AM,2461,2069,48,2729
-,-,06-06-2020,Rajasthan,8:00 AM,10084,7359,218,2730
-,-,06-06-2020,Sikkim,8:00 AM,3,0,0,2731
-,-,06-06-2020,Tamil Nadu,8:00 AM,28694,15762,232,2732
-,-,06-06-2020,Telengana,8:00 AM,3290,1627,113,2733
-,-,06-06-2020,Tripura,8:00 AM,692,173,0,2734
-,-,06-06-2020,Uttarakhand,8:00 AM,1215,344,11,2735
-,-,06-06-2020,Uttar Pradesh,8:00 AM,9733,5648,257,2736
-,-,06-06-2020,West Bengal,8:00 AM,7303,2912,366,2737
-,-,06-06-2020,Cases being reassigned to states,8:00 AM,8192,0,0,2738
-,-,07-06-2020,Andaman and Nicobar Islands,8:00 AM,33,33,0,2739
-,-,07-06-2020,Andhra Pradesh,8:00 AM,4510,2620,73,2740
-,-,07-06-2020,Arunachal Pradesh,8:00 AM,47,1,0,2741
-,-,07-06-2020,Assam,8:00 AM,2397,547,4,2742
-,-,07-06-2020,Bihar,8:00 AM,4915,2425,30,2743
-,-,07-06-2020,Chandigarh,8:00 AM,309,273,5,2744
-,-,07-06-2020,Chhattisgarh,8:00 AM,923,266,4,2745
-,-,07-06-2020,Dadra and Nagar Haveli and Daman and Diu,8:00 AM,19,1,0,2746
-,-,07-06-2020,Delhi,8:00 AM,27654,10664,761,2747
-,-,07-06-2020,Goa,8:00 AM,267,65,0,2748
-,-,07-06-2020,Gujarat,8:00 AM,19592,13316,1219,2749
-,-,07-06-2020,Haryana,8:00 AM,3952,2134,24,2750
-,-,07-06-2020,Himachal Pradesh,8:00 AM,400,194,5,2751
-,-,07-06-2020,Jammu and Kashmir,8:00 AM,3467,1126,39,2752
-,-,07-06-2020,Jharkhand,8:00 AM,1000,473,7,2753
-,-,07-06-2020,Karnataka,8:00 AM,5213,1968,59,2754
-,-,07-06-2020,Kerala,8:00 AM,1807,762,15,2755
-,-,07-06-2020,Ladakh,8:00 AM,99,48,1,2756
-,-,07-06-2020,Madhya Pradesh,8:00 AM,9228,6108,399,2757
-,-,07-06-2020,Maharashtra,8:00 AM,82968,37390,2969,2758
-,-,07-06-2020,Manipur,8:00 AM,157,52,0,2759
-,-,07-06-2020,Meghalaya,8:00 AM,33,13,1,2760
-,-,07-06-2020,Mizoram,8:00 AM,24,1,0,2761
-,-,07-06-2020,Nagaland,8:00 AM,107,0,0,2762
-,-,07-06-2020,Odisha,8:00 AM,2781,1716,8,2763
-,-,07-06-2020,Puducherry,8:00 AM,99,36,0,2764
-,-,07-06-2020,Punjab,8:00 AM,2515,2092,50,2765
-,-,07-06-2020,Rajasthan,8:00 AM,10331,7501,231,2766
-,-,07-06-2020,Sikkim,8:00 AM,7,0,0,2767
-,-,07-06-2020,Tamil Nadu,8:00 AM,30152,16395,251,2768
-,-,07-06-2020,Telengana,8:00 AM,3496,1710,123,2769
-,-,07-06-2020,Tripura,8:00 AM,747,173,0,2770
-,-,07-06-2020,Uttarakhand,8:00 AM,1303,423,11,2771
-,-,07-06-2020,Uttar Pradesh,8:00 AM,9733,5648,257,2772
-,-,07-06-2020,West Bengal,8:00 AM,7738,3119,383,2773
-,-,07-06-2020,Cases being reassigned to states,8:00 AM,8605,0,0,2774
-,-,08-06-2020,Andaman and Nicobar Islands,8:00 AM,33,33,0,2775
-,-,08-06-2020,Andhra Pradesh,8:00 AM,4708,2682,75,2776
-,-,08-06-2020,Arunachal Pradesh,8:00 AM,51,1,0,2777
-,-,08-06-2020,Assam,8:00 AM,2565,615,4,2778
-,-,08-06-2020,Bihar,8:00 AM,5088,2480,30,2779
-,-,08-06-2020,Chandigarh,8:00 AM,314,273,5,2780
-,-,08-06-2020,Chhattisgarh,8:00 AM,1073,283,4,2781
-,-,08-06-2020,Dadra and Nagar Haveli and Daman and Diu,8:00 AM,20,2,0,2782
-,-,08-06-2020,Delhi,8:00 AM,27654,10664,761,2783
-,-,08-06-2020,Goa,8:00 AM,300,65,0,2784
-,-,08-06-2020,Gujarat,8:00 AM,20070,13635,1249,2785
-,-,08-06-2020,Haryana,8:00 AM,4448,2134,28,2786
-,-,08-06-2020,Himachal Pradesh,8:00 AM,413,224,5,2787
-,-,08-06-2020,Jammu and Kashmir,8:00 AM,4087,1216,41,2788
-,-,08-06-2020,Jharkhand,8:00 AM,1099,490,7,2789
-,-,08-06-2020,Karnataka,8:00 AM,5452,2132,61,2790
-,-,08-06-2020,Kerala,8:00 AM,1914,803,15,2791
-,-,08-06-2020,Ladakh,8:00 AM,103,50,1,2792
-,-,08-06-2020,Madhya Pradesh,8:00 AM,9401,6331,412,2793
-,-,08-06-2020,Maharashtra,8:00 AM,85975,39314,3060,2794
-,-,08-06-2020,Manipur,8:00 AM,172,52,0,2795
-,-,08-06-2020,Meghalaya,8:00 AM,36,13,1,2796
-,-,08-06-2020,Mizoram,8:00 AM,34,1,0,2797
-,-,08-06-2020,Nagaland,8:00 AM,118,8,0,2798
-,-,08-06-2020,Odisha,8:00 AM,2856,1894,9,2799
-,-,08-06-2020,Puducherry,8:00 AM,99,36,0,2800
-,-,08-06-2020,Punjab,8:00 AM,2608,2106,51,2801
-,-,08-06-2020,Rajasthan,8:00 AM,10599,7641,240,2802
-,-,08-06-2020,Sikkim,8:00 AM,7,0,0,2803
-,-,08-06-2020,Tamil Nadu,8:00 AM,31667,16999,269,2804
-,-,08-06-2020,Telengana,8:00 AM,3580,1710,123,2805
-,-,08-06-2020,Tripura,8:00 AM,800,192,0,2806
-,-,08-06-2020,Uttarakhand,8:00 AM,1355,528,13,2807
-,-,08-06-2020,Uttar Pradesh,8:00 AM,10536,6185,275,2808
-,-,08-06-2020,West Bengal,8:00 AM,8187,3303,396,2809
-,-,08-06-2020,Cases being reassigned to states,8:00 AM,9189,0,0,2810
-,-,09-06-2020,Andaman and Nicobar Islands,8:00 AM,33,33,0,2811
-,-,09-06-2020,Andhra Pradesh,8:00 AM,4851,2745,75,2812
-,-,09-06-2020,Arunachal Pradesh,8:00 AM,51,1,0,2813
-,-,09-06-2020,Assam,8:00 AM,2776,665,4,2814
-,-,09-06-2020,Bihar,8:00 AM,5202,2499,31,2815
-,-,09-06-2020,Chandigarh,8:00 AM,317,273,5,2816
-,-,09-06-2020,Chhattisgarh,8:00 AM,1160,308,4,2817
-,-,09-06-2020,Dadra and Nagar Haveli and Daman and Diu,8:00 AM,22,2,0,2818
-,-,09-06-2020,Delhi,8:00 AM,29943,11357,874,2819
-,-,09-06-2020,Goa,8:00 AM,330,67,0,2820
-,-,09-06-2020,Gujarat,8:00 AM,20545,13956,1280,2821
-,-,09-06-2020,Haryana,8:00 AM,4854,2134,39,2822
-,-,09-06-2020,Himachal Pradesh,8:00 AM,421,227,5,2823
-,-,09-06-2020,Jammu and Kashmir,8:00 AM,4285,1324,45,2824
-,-,09-06-2020,Jharkhand,8:00 AM,1256,519,7,2825
-,-,09-06-2020,Karnataka,8:00 AM,5760,2519,64,2826
-,-,09-06-2020,Kerala,8:00 AM,2005,814,16,2827
-,-,09-06-2020,Ladakh,8:00 AM,103,52,1,2828
-,-,09-06-2020,Madhya Pradesh,8:00 AM,9638,6536,414,2829
-,-,09-06-2020,Maharashtra,8:00 AM,88528,40975,3169,2830
-,-,09-06-2020,Manipur,8:00 AM,272,58,0,2831
-,-,09-06-2020,Meghalaya,8:00 AM,36,13,1,2832
-,-,09-06-2020,Mizoram,8:00 AM,42,1,0,2833
-,-,09-06-2020,Nagaland,8:00 AM,123,8,0,2834
-,-,09-06-2020,Odisha,8:00 AM,2994,1993,9,2835
-,-,09-06-2020,Puducherry,8:00 AM,127,52,0,2836
-,-,09-06-2020,Punjab,8:00 AM,2663,2128,53,2837
-,-,09-06-2020,Rajasthan,8:00 AM,10763,8004,246,2838
-,-,09-06-2020,Sikkim,8:00 AM,7,0,0,2839
-,-,09-06-2020,Tamil Nadu,8:00 AM,33229,17527,286,2840
-,-,09-06-2020,Telengana,8:00 AM,3650,1710,137,2841
-,-,09-06-2020,Tripura,8:00 AM,838,192,0,2842
-,-,09-06-2020,Uttarakhand,8:00 AM,1411,714,13,2843
-,-,09-06-2020,Uttar Pradesh,8:00 AM,10947,6344,283,2844
-,-,09-06-2020,West Bengal,8:00 AM,8613,3465,405,2845
-,-,09-06-2020,Cases being reassigned to states,8:00 AM,8803,0,0,2846
-,-,10-06-2020,Andaman and Nicobar Islands,8:00 AM,33,33,0,2847
-,-,10-06-2020,Andhra Pradesh,8:00 AM,5070,2802,77,2848
-,-,10-06-2020,Arunachal Pradesh,8:00 AM,57,1,0,2849
-,-,10-06-2020,Assam,8:00 AM,2937,1085,4,2850
-,-,10-06-2020,Bihar,8:00 AM,5459,2864,32,2851
-,-,10-06-2020,Chandigarh,8:00 AM,323,286,5,2852
-,-,10-06-2020,Chhattisgarh,8:00 AM,1240,386,6,2853
-,-,10-06-2020,Dadra and Nagar Haveli and Daman and Diu,8:00 AM,22,2,0,2854
-,-,10-06-2020,Delhi,8:00 AM,31309,11861,905,2855
-,-,10-06-2020,Goa,8:00 AM,359,67,0,2856
-,-,10-06-2020,Gujarat,8:00 AM,21014,14365,1313,2857
-,-,10-06-2020,Haryana,8:00 AM,5209,2134,45,2858
-,-,10-06-2020,Himachal Pradesh,8:00 AM,445,249,5,2859
-,-,10-06-2020,Jammu and Kashmir,8:00 AM,4346,1506,48,2860
-,-,10-06-2020,Jharkhand,8:00 AM,1411,559,8,2861
-,-,10-06-2020,Karnataka,8:00 AM,5921,2604,66,2862
-,-,10-06-2020,Kerala,8:00 AM,2096,848,16,2863
-,-,10-06-2020,Ladakh,8:00 AM,108,52,1,2864
-,-,10-06-2020,Madhya Pradesh,8:00 AM,9849,6729,420,2865
-,-,10-06-2020,Maharashtra,8:00 AM,90787,42638,3289,2866
-,-,10-06-2020,Manipur,8:00 AM,304,61,0,2867
-,-,10-06-2020,Meghalaya,8:00 AM,43,13,1,2868
-,-,10-06-2020,Mizoram,8:00 AM,88,1,0,2869
-,-,10-06-2020,Nagaland,8:00 AM,127,10,0,2870
-,-,10-06-2020,Odisha,8:00 AM,3140,2133,9,2871
-,-,10-06-2020,Puducherry,8:00 AM,127,52,0,2872
-,-,10-06-2020,Punjab,8:00 AM,2719,2167,55,2873
-,-,10-06-2020,Rajasthan,8:00 AM,11245,8328,255,2874
-,-,10-06-2020,Sikkim,8:00 AM,13,0,0,2875
-,-,10-06-2020,Tamil Nadu,8:00 AM,34914,18325,307,2876
-,-,10-06-2020,Telengana,8:00 AM,3920,1809,148,2877
-,-,10-06-2020,Tripura,8:00 AM,864,192,1,2878
-,-,10-06-2020,Uttarakhand,8:00 AM,1537,755,13,2879
-,-,10-06-2020,Uttar Pradesh,8:00 AM,11335,6669,301,2880
-,-,10-06-2020,West Bengal,8:00 AM,8985,3620,415,2881
-,-,10-06-2020,Cases being reassigned to states,8:00 AM,9227,0,0,2882
-,-,11-06-2020,Andaman and Nicobar Islands,8:00 AM,34,33,0,2883
-,-,11-06-2020,Andhra Pradesh,8:00 AM,5269,2899,78,2884
-,-,11-06-2020,Arunachal Pradesh,8:00 AM,57,2,0,2885
-,-,11-06-2020,Assam,8:00 AM,3092,1249,4,2886
-,-,11-06-2020,Bihar,8:00 AM,5710,3071,33,2887
-,-,11-06-2020,Chandigarh,8:00 AM,327,286,5,2888
-,-,11-06-2020,Chhattisgarh,8:00 AM,1262,402,6,2889
-,-,11-06-2020,Dadra and Nagar Haveli and Daman and Diu,8:00 AM,26,2,0,2890
-,-,11-06-2020,Daman & Diu,8:00 AM,2,0,0,2891
-,-,11-06-2020,Delhi,8:00 AM,32810,12245,984,2892
-,-,11-06-2020,Goa,8:00 AM,387,67,0,2893
-,-,11-06-2020,Gujarat,8:00 AM,21521,14735,1347,2894
-,-,11-06-2020,Haryana,8:00 AM,5579,2188,52,2895
-,-,11-06-2020,Himachal Pradesh,8:00 AM,451,254,6,2896
-,-,11-06-2020,Jammu and Kashmir,8:00 AM,4507,1671,51,2897
-,-,11-06-2020,Jharkhand,8:00 AM,1489,592,8,2898
-,-,11-06-2020,Karnataka,8:00 AM,6041,2862,69,2899
-,-,11-06-2020,Kerala,8:00 AM,2161,905,18,2900
-,-,11-06-2020,Ladakh,8:00 AM,115,52,1,2901
-,-,11-06-2020,Madhya Pradesh,8:00 AM,10049,6892,427,2902
-,-,11-06-2020,Maharashtra,8:00 AM,94041,44517,3438,2903
-,-,11-06-2020,Manipur,8:00 AM,311,63,0,2904
-,-,11-06-2020,Meghalaya,8:00 AM,44,13,1,2905
-,-,11-06-2020,Mizoram,8:00 AM,93,1,0,2906
-,-,11-06-2020,Nagaland,8:00 AM,128,22,0,2907
-,-,11-06-2020,Odisha,8:00 AM,3250,2282,9,2908
-,-,11-06-2020,Puducherry,8:00 AM,127,53,0,2909
-,-,11-06-2020,Punjab,8:00 AM,2805,2232,55,2910
-,-,11-06-2020,Rajasthan,8:00 AM,11600,8569,259,2911
-,-,11-06-2020,Sikkim,8:00 AM,13,0,0,2912
-,-,11-06-2020,Tamil Nadu,8:00 AM,36841,19333,326,2913
-,-,11-06-2020,Telengana,8:00 AM,4111,1817,156,2914
-,-,11-06-2020,Tripura,8:00 AM,895,239,1,2915
-,-,11-06-2020,Uttarakhand,8:00 AM,1562,831,15,2916
-,-,11-06-2020,Uttar Pradesh,8:00 AM,11610,6871,321,2917
-,-,11-06-2020,West Bengal,8:00 AM,9328,3779,432,2918
-,-,11-06-2020,Cases being reassigned to states,8:00 AM,8931,0,0,2919
-,-,12-06-2020,Andaman and Nicobar Islands,8:00 AM,38,33,0,2920
-,-,12-06-2020,Andhra Pradesh,8:00 AM,5429,3048,80,2921
-,-,12-06-2020,Arunachal Pradesh,8:00 AM,61,4,0,2922
-,-,12-06-2020,Assam,8:00 AM,3319,1432,6,2923
-,-,12-06-2020,Bihar,8:00 AM,5983,3266,36,2924
-,-,12-06-2020,Chandigarh,8:00 AM,332,286,5,2925
-,-,12-06-2020,Chhattisgarh,8:00 AM,1398,447,6,2926
-,-,12-06-2020,Dadra and Nagar Haveli and Daman and Diu,8:00 AM,30,2,0,2927
-,-,12-06-2020,Delhi,8:00 AM,34687,12731,1085,2928
-,-,12-06-2020,Goa,8:00 AM,417,67,0,2929
-,-,12-06-2020,Gujarat,8:00 AM,22032,15101,1385,2930
-,-,12-06-2020,Haryana,8:00 AM,5968,2260,64,2931
-,-,12-06-2020,Himachal Pradesh,8:00 AM,470,280,6,2932
-,-,12-06-2020,Jammu and Kashmir,8:00 AM,4574,1820,52,2933
-,-,12-06-2020,Jharkhand,8:00 AM,1599,630,8,2934
-,-,12-06-2020,Karnataka,8:00 AM,6245,2977,72,2935
-,-,12-06-2020,Kerala,8:00 AM,2244,968,18,2936
-,-,12-06-2020,Ladakh,8:00 AM,135,54,1,2937
-,-,12-06-2020,Madhya Pradesh,8:00 AM,10241,7042,431,2938
-,-,12-06-2020,Maharashtra,8:00 AM,97648,46078,3590,2939
-,-,12-06-2020,Manipur,8:00 AM,366,73,0,2940
-,-,12-06-2020,Meghalaya,8:00 AM,44,18,1,2941
-,-,12-06-2020,Mizoram,8:00 AM,102,1,0,2942
-,-,12-06-2020,Nagaland,8:00 AM,128,22,0,2943
-,-,12-06-2020,Odisha,8:00 AM,3386,2354,9,2944
-,-,12-06-2020,Puducherry,8:00 AM,157,67,2,2945
-,-,12-06-2020,Punjab,8:00 AM,2887,2259,59,2946
-,-,12-06-2020,Rajasthan,8:00 AM,11838,8775,265,2947
-,-,12-06-2020,Sikkim,8:00 AM,14,2,0,2948
-,-,12-06-2020,Tamil Nadu,8:00 AM,38716,20705,349,2949
-,-,12-06-2020,Telengana,8:00 AM,4320,1993,165,2950
-,-,12-06-2020,Tripura,8:00 AM,913,278,1,2951
-,-,12-06-2020,Uttarakhand,8:00 AM,1643,842,15,2952
-,-,12-06-2020,Uttar Pradesh,8:00 AM,12088,7292,345,2953
-,-,12-06-2020,West Bengal,8:00 AM,9768,3988,442,2954
-,-,12-06-2020,Cases being reassigned to states,8:00 AM,8315,0,0,2955
-,-,13-06-2020,Andaman and Nicobar Islands,8:00 AM,38,33,0,2956
-,-,13-06-2020,Andhra Pradesh,8:00 AM,5680,3105,80,2957
-,-,13-06-2020,Arunachal Pradesh,8:00 AM,67,4,0,2958
-,-,13-06-2020,Assam,8:00 AM,3498,1537,8,2959
-,-,13-06-2020,Bihar,8:00 AM,6103,3587,36,2960
-,-,13-06-2020,Chandigarh,8:00 AM,334,286,5,2961
-,-,13-06-2020,Chhattisgarh,8:00 AM,1429,550,6,2962
-,-,13-06-2020,Dadra and Nagar Haveli and Daman and Diu,8:00 AM,30,2,0,2963
-,-,13-06-2020,Delhi,8:00 AM,36824,13398,1214,2964
-,-,13-06-2020,Goa,8:00 AM,463,69,0,2965
-,-,13-06-2020,Gujarat,8:00 AM,22527,15493,1415,2966
-,-,13-06-2020,Haryana,8:00 AM,6334,2475,70,2967
-,-,13-06-2020,Himachal Pradesh,8:00 AM,486,297,6,2968
-,-,13-06-2020,Jammu and Kashmir,8:00 AM,4730,2086,53,2969
-,-,13-06-2020,Jharkhand,8:00 AM,1617,672,8,2970
-,-,13-06-2020,Karnataka,8:00 AM,6516,3440,79,2971
-,-,13-06-2020,Kerala,8:00 AM,2322,1000,19,2972
