State,Updated On,18-44 Years (Doses Administered),18-44 Years(Individuals Vaccinated),45-60 Years (Doses Administered),45-60 Years(Individuals Vaccinated),60+ Years (Doses Administered),60+ Years(Individuals Vaccinated),Aefi,Covaxin (Doses Administered),CoviShield (Doses Administered),Female (Doses Administered),Female(Individuals Vaccinated),First Dose Administered,Male (Doses Administered),Male(Individuals Vaccinated),Second Dose Administered,Sessions,Sites,Sputnik V (Doses Administered),Total Doses Administered,Total Individuals Vaccinated,Transgender (Doses Administered),Transgender(Individuals Vaccinated)
Rajasthan,15-07-2021,10288723,,8822927,,8388950,,522,3034528,24462542,12885749,,22373497,14610311,,5127103,242200,518,3530,27500600,,4540,
Rajasthan,16-07-2021,10360901,,8869978,,8410866,,524,3068376,24569404,12953375,,22426875,14683806,,5214870,417541,912,3965,27641745,,4564,
Rajasthan,17-07-2021,10738652,,9087360,,8513970,,525,3115807,25219696,13297761,,22825332,15037534,,5514650,1327213,3174,4479,28339982,,4687,
Rajasthan,18-07-2021,10977926,,9190657,,8559471,,527,3119975,25603535,13491718,,23104088,15231575,,5623966,798792,2201,4544,28728054,,4761,
Rajasthan,19-07-2021,11138784,,9267463,,8598193,,529,3124640,25874960,13632269,,23295064,15367352,,5709376,648921,1385,4840,29004440,,4819,
Rajasthan,20-07-2021,11200442,,9297133,,8614539,,529,3127624,25979168,13686189,,23366886,15421091,,5745228,301566,749,5322,29112114,,4834,
Rajasthan,21-07-2021,11367916,,9406449,,8670980,,529,3152980,26286826,13852243,,23537218,15588199,,5908127,786229,1760,5539,29445345,,4903,
Rajasthan,22-07-2021,11622543,,9554202,,8744888,,531,3199253,26716534,14088461,,23791131,15828156,,6130502,1178772,2861,5846,29921633,,5016,
Rajasthan,23-07-2021,11722350,,9619198,,8776049,,531,3221424,26889921,14184885,,23882904,15927623,,6234693,479933,1492,6252,30117597,,5089,
Rajasthan,24-07-2021,11761313,,9647050,,8790896,,531,3229647,26962964,14223722,,23920844,15970439,,6278415,305153,884,6648,30199259,,5098,
Rajasthan,25-07-2021,11861435,,9699067,,8815197,,532,3299211,27069773,14308065,,23957890,16062488,,6417809,466780,1297,6715,30375699,,5146,
Rajasthan,26-07-2021,11989301,,9763406,,8848109,,533,3366214,27227537,14415058,,24030759,16180572,,6570057,625476,1948,7065,30600816,,5186,
Rajasthan,27-07-2021,12109656,,9845309,,8889890,,533,3376784,27460677,14532983,,24135690,16306642,,6709165,588370,1774,7394,30844855,,5230,
Rajasthan,28-07-2021,12377728,,9973504,,8957396,,535,3445176,27855743,14759997,,24360155,16543311,,6948473,0,0,7709,31308628,,5320,
Rajasthan,29-07-2021,12662660,,10075784,,9011908,,535,3581604,28160762,14975631,,24540264,16769312,,7210088,972166,2843,7986,31750352,,5409,
Rajasthan,30-07-2021,12844868,,10145833,,9049194,,537,3625060,28406542,15118330,,24701914,16916093,,7337981,817079,2132,8293,32039895,,5472,
Rajasthan,31-07-2021,13143876,,10231838,,9092906,,540,3718217,28741806,15331000,,24972030,17132096,,7496590,975817,2614,8597,32468620,,5542,
Rajasthan,01-08-2021,13237056,,10370296,,9207015,,540,3746942,29058772,15518184,,25283749,17290597,,7530618,292475,819,8653,32814367,,5586,
Rajasthan,02-08-2021,13589632,,10458524,,9249437,,542,3912852,29375905,15746603,,25550176,17545284,,7747417,1160483,3167,8836,33297593,,5706,
Rajasthan,03-08-2021,13819746,,10521075,,9283385,,546,4023013,29592011,15905672,,25761454,17712725,,7862752,892073,2379,9182,33624206,,5809,
Rajasthan,04-08-2021,14098430,,10562170,,9299063,,548,4270254,29680026,16068959,,26005913,17884804,,7953750,859264,2069,9383,33959663,,5900,
Rajasthan,05-08-2021,14275367,,10605179,,9317816,,551,4330705,29858207,16183539,,26169393,18008855,,8028969,643208,1635,9450,34198362,,5968,
Rajasthan,06-08-2021,14572152,,10687449,,9360701,,551,4383265,30227319,16390516,,26474406,18223724,,8145896,871141,2215,9718,34620302,,6062,
Rajasthan,07-08-2021,14813928,,10749736,,9391204,,551,4408650,30536435,16553623,,26710747,18395102,,8244121,867144,2030,9783,34954868,,6143,
Rajasthan,08-08-2021,14904432,,10774581,,9403909,,552,4413932,30659080,16615602,,26797208,18461135,,8285714,401914,996,9910,35082922,,6185,
Rajasthan,09-08-2021,15113858,,10832586,,9437218,,552,4419700,30953894,16758710,,27008606,18618674,,8375056,803717,1920,10068,35383662,,6278,
Rajasthan,10-08-2021,,,,,,,,,,,,,,,,,,,,,,
Rajasthan,11-08-2021,,,,,,,,,,,,,,,,,,,,,,
Rajasthan,12-08-2021,,,,,,,,,,,,,,,,,,,,,,
Rajasthan,13-08-2021,,,,,,,,,,,,,,,,,,,,,,
Rajasthan,14-08-2021,,,,,,,,,,,,,,,,,,,,,,
Rajasthan,15-08-2021,,,,,,,,,,,,,,,,,,,,,,
Sikkim,16-01-2021,,,,,,,,0,7,4,,7,3,,0,2,2,,7,7,0,
Sikkim,17-01-2021,,,,,,,,0,7,4,,7,3,,0,2,2,,7,7,0,
Sikkim,18-01-2021,,,,,,,,0,7,4,,7,3,,0,6,3,,7,7,0,
Sikkim,19-01-2021,,,,,,,,0,38,24,,38,14,,0,22,4,,38,38,0,
Sikkim,20-01-2021,,,,,,,,0,62,38,,62,24,,0,26,5,,62,62,0,
Sikkim,21-01-2021,,,,,,,,0,186,114,,186,72,,0,30,6,,186,186,0,
Sikkim,22-01-2021,,,,,,,,0,296,175,,296,121,,0,32,6,,296,296,0,
Sikkim,23-01-2021,,,,,,,,0,299,177,,299,122,,0,32,6,,299,299,0,
Sikkim,24-01-2021,,,,,,,,0,309,183,,309,126,,0,33,7,,309,309,0,
Sikkim,25-01-2021,,,,,,,,0,477,291,,477,186,,0,36,7,,477,477,0,
Sikkim,26-01-2021,,,,,,,,0,490,299,,490,191,,0,42,8,,490,490,0,
Sikkim,27-01-2021,,,,,,,,0,964,606,,964,358,,0,50,10,,964,964,0,
Sikkim,28-01-2021,,,,,,,,0,1431,908,,1431,523,,0,55,11,,1431,1431,0,
Sikkim,29-01-2021,,,,,,,,0,1707,1083,,1707,624,,0,61,13,,1707,1707,0,
Sikkim,30-01-2021,,,,,,,,0,1707,1083,,1707,624,,0,63,13,,1707,1707,0,
Sikkim,31-01-2021,,,,,,,,0,1709,1085,,1709,624,,0,66,13,,1709,1709,0,
Sikkim,01-02-2021,,,,,,,,0,1855,1222,,1855,633,,0,74,16,,1855,1855,0,
Sikkim,02-02-2021,,,,,,,,0,2336,1550,,2336,786,,0,99,24,,2336,2336,0,
Sikkim,03-02-2021,,,,,,,,0,3084,2153,,3084,931,,0,120,26,,3084,3084,0,
Sikkim,04-02-2021,,,,,,,,0,3923,2739,,3923,1184,,0,125,28,,3923,3923,0,
Sikkim,05-02-2021,,,,,,,,0,4857,3365,,4857,1492,,0,128,28,,4857,4857,0,
Sikkim,06-02-2021,,,,,,,,0,5089,3532,,5089,1557,,0,131,30,,5089,5089,0,
Sikkim,07-02-2021,,,,,,,,0,5090,3532,,5090,1558,,0,138,34,,5090,5090,0,
Sikkim,08-02-2021,,,,,,,,1,5725,4031,,5726,1695,,0,141,34,,5726,5726,0,
Sikkim,09-02-2021,,,,,,,,6,6647,4716,,6653,1937,,0,152,35,,6653,6653,0,
Sikkim,10-02-2021,,,,,,,,6,7472,5306,,7478,2172,,0,157,35,,7478,7478,0,
Sikkim,11-02-2021,,,,,,,,6,8016,5616,,8022,2406,,0,160,35,,8022,8022,0,
Sikkim,12-02-2021,,,,,,,,6,8035,5625,,8041,2416,,0,160,35,,8041,8041,0,
Sikkim,13-02-2021,,,,,,,,6,8036,5625,,8042,2417,,0,166,35,,8042,8042,0,
Sikkim,14-02-2021,,,,,,,,6,8036,5625,,8042,2417,,0,167,35,,8042,8042,0,
Sikkim,15-02-2021,,,,,,,,6,8246,5661,,8252,2591,,0,185,35,,8252,8252,0,
Sikkim,16-02-2021,,,,,,,,6,8843,5817,,8849,3032,,157,206,35,,9006,8849,0,
Sikkim,17-02-2021,,,,,,,,6,9457,5984,,9463,3479,,251,229,35,,9714,9463,0,
Sikkim,18-02-2021,,,,,,,,109,9872,5962,,9981,4019,,358,250,35,,10339,9981,0,
Sikkim,19-02-2021,,,,,,,,124,11172,6467,,11296,4829,,697,253,35,,11993,11296,0,
Sikkim,20-02-2021,,,,,,,,128,12094,6681,,12222,5541,,699,257,35,,12921,12222,0,
Sikkim,21-02-2021,,,,,,,,128,12094,6681,,12222,5541,,699,282,36,,12921,12222,0,
Sikkim,22-02-2021,,,,,,,,154,13612,7000,,13766,6766,,784,300,39,,14550,13766,0,
Sikkim,23-02-2021,,,,,,,,156,15038,7186,,15194,8008,,952,311,39,,16146,15194,0,
Sikkim,24-02-2021,,,,,,,,158,16224,7280,,16382,9102,,1074,323,39,,17456,16382,0,
Sikkim,25-02-2021,,,,,,,,163,17123,7421,,17286,9865,,1249,339,39,,18535,17286,0,
Sikkim,26-02-2021,,,,,,,,170,17477,7440,,17647,10207,,1465,343,39,,19112,17647,0,
Sikkim,27-02-2021,,,,,,,,170,17477,7440,,17647,10207,,1465,343,39,,19112,17647,0,
Sikkim,28-02-2021,,,,,,,,170,17477,7440,,17647,10207,,1465,351,39,,19112,17647,0,
Sikkim,01-03-2021,,,,,,,,170,17477,7440,,17647,10207,,1465,407,39,,19112,17647,0,
Sikkim,02-03-2021,,,,,,,,189,18701,7721,,18890,11169,,2101,421,39,,20991,18890,0,
Sikkim,03-03-2021,,,,,,,,190,20045,8238,,20235,11997,,2367,720,48,,22602,20235,0,
Sikkim,04-03-2021,,,,,,,,194,21659,8879,,21853,12973,,2769,738,48,,24622,21853,1,
Sikkim,05-03-2021,,,,,,,,201,23423,9655,,23624,13967,,3822,880,77,,27446,23624,2,
Sikkim,06-03-2021,,,,,,,,201,25020,10295,,25221,14924,,4256,931,77,,29477,25221,2,
Sikkim,07-03-2021,,,,,,,,201,25020,10295,,25221,14924,,4256,963,77,,29477,25221,2,
Sikkim,08-03-2021,,,,,,,,208,27626,11429,,27834,16402,,5204,1004,83,,33038,27834,3,
Sikkim,09-03-2021,,,,,,,,0,30915,13694,,24975,17217,,5940,5210,28,,30915,30915,4,
Sikkim,10-03-2021,,,,,,,,0,34629,15470,,28118,19155,,6511,7250,39,,34629,34629,4,
Sikkim,11-03-2021,,,,,,,,0,38360,17500,,31053,20856,,7308,8520,39,,38361,38361,5,
Sikkim,12-03-2021,,,,,,,,0,41095,18850,,33511,22241,,7585,7050,34,,41096,41096,5,
Sikkim,13-03-2021,,,,,,,,0,41350,18954,,33766,22392,,7585,1150,6,,41351,41351,5,
Sikkim,14-03-2021,,,,,,,,0,41350,18954,,33766,22392,,7585,0,0,,41351,41351,5,
Sikkim,15-03-2021,,,,,,,,0,44206,20285,,36344,23917,,7863,6230,32,,44207,44207,5,
Sikkim,16-03-2021,,14771,,10291,,17744,177,0,50954,18741,,42816,24070,,8138,4880,24,,50954,42816,5,
Sikkim,17-03-2021,,14936,,10988,,20190,182,0,54631,20276,,46124,25843,,8507,7400,41,,54631,46124,5,
Sikkim,18-03-2021,,15049,,11515,,21716,184,0,57312,21374,,48290,26911,,9022,7110,39,,57312,48290,5,
Sikkim,19-03-2021,,15146,,12090,,23123,185,0,59889,22392,,50370,27973,,9519,5210,28,,59889,50370,5,
Sikkim,20-03-2021,,15218,,12395,,24164,185,0,61649,23046,,51788,28737,,9861,3850,21,,61649,51788,5,
Sikkim,21-03-2021,,15216,,12408,,24219,185,0,61716,23071,,51854,28778,,9862,0,0,,61716,51854,5,
Sikkim,22-03-2021,,15323,,12774,,25414,187,0,64495,23862,,53523,29656,,10972,5200,28,,64495,53523,5,
Sikkim,23-03-2021,,15419,,13174,,26929,187,0,67281,24854,,55534,30675,,11747,5550,31,,67281,55534,5,
Sikkim,24-03-2021,,15567,,13545,,28133,189,0,69288,25686,,57257,31566,,12031,4800,29,,69288,57257,5,
Sikkim,25-03-2021,,15669,,13940,,29224,190,0,71024,26461,,58846,32379,,12178,5250,29,,71024,58846,6,
Sikkim,26-03-2021,,15790,,14440,,30266,190,0,72788,27282,,60509,33221,,12279,5250,28,,72788,60509,6,
Sikkim,27-03-2021,,15785,,14460,,30277,190,0,72814,27293,,60535,33236,,12279,500,3,,72814,60535,6,
Sikkim,28-03-2021,,15785,,14460,,30278,191,0,72815,27293,,60536,33237,,12279,1050,5,,72815,60536,6,
Sikkim,29-03-2021,,15785,,14460,,30278,192,0,72815,27293,,60536,33237,,12279,950,6,,72815,60536,6,
Sikkim,30-03-2021,,15845,,14646,,30813,192,0,73752,27657,,61317,33654,,12435,3420,21,,73752,61317,6,
Sikkim,31-03-2021,,15887,,14757,,31040,192,0,74191,27827,,61697,33864,,12494,4600,21,,74191,61697,6,
Sikkim,01-04-2021,,15918,,17303,,31443,194,0,77314,29352,,64678,35319,,12636,6890,36,,77314,64678,7,
Sikkim,02-04-2021,,15922,,18133,,31562,195,0,78293,29826,,65631,35798,,12662,1200,4,,78293,65631,7,
Sikkim,03-04-2021,,15908,,18653,,31643,195,0,78880,30103,,66218,36108,,12662,1700,9,,78880,66218,7,
Sikkim,04-04-2021,,15901,,18956,,31659,195,0,79192,30260,,66530,36263,,12662,800,3,,79192,66530,7,
Sikkim,05-04-2021,,15779,,21239,,32185,195,0,82059,31734,,69217,37475,,12842,6990,38,,82059,69217,8,
Sikkim,06-04-2021,,15761,,24257,,32690,196,0,85747,33474,,72723,39241,,13024,9450,54,,85747,72723,8,
Sikkim,07-04-2021,,15636,,31228,,34013,198,0,94426,37458,,80892,43424,,13534,10270,55,,94426,80892,10,
Sikkim,08-04-2021,,15613,,38882,,35571,198,0,104473,41846,,90081,48224,,14392,12950,72,,104473,90081,11,
Sikkim,09-04-2021,,15598,,45008,,36765,200,0,112414,45263,,97386,52111,,15028,11950,68,,112414,97386,12,
Sikkim,10-04-2021,,15609,,47139,,37200,201,0,115201,46450,,99963,53501,,15238,8100,40,,115201,99963,12,
Sikkim,11-04-2021,,15607,,48675,,37498,202,0,117171,47269,,101795,54514,,15376,5880,28,,117171,101795,12,
Sikkim,12-04-2021,,15719,,54937,,39215,205,0,125831,51160,,109886,58712,,15945,13380,70,,125831,109886,14,
Sikkim,13-04-2021,,15689,,62133,,41125,208,0,135455,55393,,118962,63554,,16493,12850,72,,135455,118962,15,
Sikkim,14-04-2021,,15680,,66445,,42392,208,0,141777,57875,,124532,66641,,17245,12660,71,,141777,124532,16,
Sikkim,15-04-2021,,15776,,70727,,43600,208,0,148555,60433,,130118,69669,,18437,13810,76,,148555,130118,16,
Sikkim,16-04-2021,,15874,,74784,,44817,208,0,155241,62859,,135490,72614,,19751,13050,75,,155241,135490,17,
Sikkim,17-04-2021,,15926,,77799,,45654,208,0,160123,64566,,139394,74811,,20729,9100,50,,160123,139394,17,
Sikkim,18-04-2021,,15927,,78345,,45832,208,0,161058,64859,,140119,75242,,20939,5750,31,,161058,140119,18,
Sikkim,19-04-2021,,16036,,81043,,46858,208,0,166609,66615,,143952,77319,,22657,12350,67,,166609,143952,18,
Sikkim,20-04-2021,,16097,,83025,,47731,210,0,171123,67938,,146868,78909,,24255,13050,66,,171123,146868,21,
Sikkim,21-04-2021,,16127,,83722,,47923,211,0,172465,68357,,147787,79409,,24678,8350,41,,172465,147787,21,
Sikkim,22-04-2021,,16153,,85112,,48606,212,0,177162,69361,,149886,80504,,27276,13650,74,,177162,149886,21,
Sikkim,23-04-2021,,16181,,86446,,49638,213,0,182621,70477,,152278,81780,,30343,12450,68,,182621,152278,21,
Sikkim,24-04-2021,,16237,,87240,,50089,214,0,185449,71040,,153579,82518,,31870,10400,53,,185449,153579,21,
Sikkim,25-04-2021,,16244,,87486,,50196,214,0,185895,71202,,153939,82716,,31956,4200,21,,185895,153939,21,
Sikkim,26-04-2021,,16284,,88578,,50821,214,0,189953,72026,,155696,83649,,34257,12000,63,,189953,155696,21,
Sikkim,27-04-2021,,19796,,86030,,51329,215,0,193834,72666,,157168,84481,,36666,11380,62,,193834,157168,21,
Sikkim,28-04-2021,,19907,,86771,,51749,216,0,196919,73223,,158440,85196,,38479,10400,56,,196919,158440,21,
Sikkim,29-04-2021,,19933,,87558,,52324,216,0,200586,73824,,159827,85982,,40759,11500,57,,200586,159827,21,
Sikkim,30-04-2021,,19974,,88292,,52804,217,0,203966,74356,,161083,86706,,42883,10900,55,,203966,161083,21,
Sikkim,01-05-2021,,19985,,88476,,52890,217,0,204960,74485,,161364,86858,,43596,4900,28,,204960,161364,21,
Sikkim,02-05-2021,,19975,,88498,,52894,217,0,204990,74489,,161376,86866,,43614,2900,15,,204990,161376,21,
Sikkim,03-05-2021,,20022,,88803,,53182,217,0,207754,74791,,162016,87204,,45738,8500,52,,207754,162016,21,
Sikkim,04-05-2021,,20052,,89208,,53397,217,0,210281,75096,,162666,87549,,47615,8500,56,,210281,162666,21,
Sikkim,05-05-2021,,20110,,89444,,53631,217,0,212688,75326,,163194,87847,,49494,10700,63,,212688,163194,21,
Sikkim,06-05-2021,,20176,,89974,,53914,217,0,215456,75708,,164073,88344,,51383,12050,72,,215456,164073,21,
Sikkim,07-05-2021,,20250,,90185,,54154,217,0,218368,75931,,164598,88646,,53770,11100,68,,218368,164598,21,
Sikkim,08-05-2021,,20246,,90285,,54232,217,0,219141,76010,,164772,88741,,54369,6100,37,,219141,164772,21,
Sikkim,09-05-2021,,20245,,90311,,54240,217,0,219312,76026,,164805,88758,,54507,900,6,,219312,164805,21,
Sikkim,10-05-2021,,20332,,90489,,54370,217,0,221248,76199,,165201,88980,,56047,10000,57,,221248,165201,22,
Sikkim,11-05-2021,,20349,,90639,,54441,217,0,222448,76322,,165440,89096,,57008,9100,55,,222448,165440,22,
Sikkim,12-05-2021,,20388,,90748,,54522,217,0,223154,76419,,165669,89228,,57485,9500,52,,223154,165669,22,
Sikkim,13-05-2021,,20459,,90900,,54577,217,0,224984,76528,,165948,89398,,59036,11100,60,,224984,165948,22,
Sikkim,14-05-2021,,20471,,91018,,54618,217,0,225702,76609,,166119,89488,,59583,9100,54,,225702,166119,22,
Sikkim,15-05-2021,,20472,,91079,,54636,217,0,225794,76644,,166200,89534,,59594,8200,48,,225794,166200,22,
Sikkim,16-05-2021,,20823,,91086,,54640,217,0,226156,76839,,166562,89701,,59594,1870,11,,226156,166562,22,
Sikkim,17-05-2021,,21364,,91206,,54693,217,0,226891,77174,,167276,90080,,59615,9759,56,,226891,167276,22,
Sikkim,18-05-2021,,21966,,91281,,54743,217,0,227622,77515,,168003,90466,,59619,6004,39,,227622,168003,22,
Sikkim,19-05-2021,,23184,,91460,,54831,217,0,229107,78163,,169488,91303,,59619,6391,32,,229107,169488,22,
Sikkim,20-05-2021,,24697,,91662,,54985,217,0,230980,78976,,171357,92359,,59623,8359,49,,230980,171357,22,
Sikkim,21-05-2021,,26139,,91832,,55099,217,0,232718,79766,,173083,93293,,59635,12158,64,0,232718,173083,24,
Sikkim,22-05-2021,,27557,,91944,,55152,217,0,234303,80496,,174666,94145,,59637,5947,32,0,234303,174666,25,
Sikkim,23-05-2021,,27557,,91944,,55152,217,0,234303,80496,,174666,94145,,59637,1900,10,0,234303,174666,25,
Sikkim,24-05-2021,,28697,,92041,,55205,217,0,235593,81078,,175956,94852,,59637,8943,46,0,235593,175956,26,
Sikkim,25-05-2021,,29776,,92180,,55264,217,0,236874,81631,,177233,95576,,59641,10354,55,0,236874,177233,26,
Sikkim,26-05-2021,,30847,,92192,,55266,219,0,237959,82129,,178318,96163,,59641,7243,39,0,237959,178318,26,
Sikkim,27-05-2021,,31509,,92267,,55283,219,0,238715,82494,,179072,96551,,59643,7597,37,0,238715,179072,27,
Sikkim,28-05-2021,,31574,,92298,,55295,219,0,238828,82541,,179180,96612,,59648,8140,38,0,238828,179180,27,
Sikkim,29-05-2021,,31609,,92315,,55301,219,0,238891,82564,,179238,96647,,59653,3364,14,0,238891,179238,27,
Sikkim,30-05-2021,,31609,,92315,,55301,219,0,238891,82564,,179238,96647,,59653,0,0,0,238891,179238,27,
Sikkim,31-05-2021,,31639,,92344,,55326,219,0,238983,82600,,179322,96695,,59661,2260,14,0,238983,179322,27,
Sikkim,01-06-2021,,31663,,92355,,55339,219,0,239043,82619,,179370,96724,,59673,1913,11,0,239043,179370,27,
Sikkim,02-06-2021,,31745,,92382,,55343,219,0,239174,82690,,179483,96766,,59691,2495,16,0,239174,179483,27,
Sikkim,03-06-2021,,31842,,92439,,55363,219,0,239355,82788,,179658,96843,,59697,2340,15,0,239355,179658,27,
Sikkim,04-06-2021,,31970,,92473,,55378,219,0,239548,82911,,179835,96897,,59713,2355,18,0,239548,179835,27,
Sikkim,05-06-2021,,32044,,92476,,55380,219,0,239628,82982,,179914,96905,,59714,1940,11,0,239628,179914,27,
Sikkim,06-06-2021,,32195,,92476,,55380,219,0,239779,83131,,180065,96907,,59714,200,1,0,239779,180065,27,
Sikkim,07-06-2021,,32388,,92520,,55388,219,0,240036,83302,,180310,96981,,59726,2505,17,0,240036,180310,27,
Sikkim,08-06-2021,,32842,,92659,,55458,219,0,240711,83647,,180973,97299,,59738,2616,16,0,240711,180973,27,
Sikkim,09-06-2021,,36283,,92781,,55509,219,0,244354,85232,,184590,99330,,59764,8770,28,0,244354,184590,28,
Sikkim,10-06-2021,,43814,,93070,,55663,219,0,252346,88636,,192568,103898,,59778,15915,57,0,252346,192568,34,
Sikkim,11-06-2021,,56118,,93279,,55752,221,0,264968,94188,,205177,110947,,59791,19522,72,0,264968,205177,42,
Sikkim,12-06-2021,,64371,,93384,,55796,221,0,273389,97879,,213590,115660,,59799,15396,46,0,273389,213590,51,
Sikkim,13-06-2021,,64549,,93384,,55796,221,0,273567,97963,,213768,115754,,59799,350,1,0,273567,213768,51,
Sikkim,14-06-2021,,77086,,93614,,55870,221,0,286462,103888,,226626,122680,,59836,21416,70,0,286462,226626,58,
Sikkim,15-06-2021,,92818,,93725,,55915,222,0,302373,110967,,242535,131506,,59838,23580,71,0,302373,242535,62,
Sikkim,16-06-2021,,107576,,93852,,55961,222,0,317335,117729,,257485,139687,,59850,25154,75,0,317335,257485,69,
Sikkim,17-06-2021,,121783,,94008,,56026,225,0,331827,124561,,271946,147307,,59881,24846,79,0,331827,271946,78,
Sikkim,18-06-2021,,136980,,94236,,56125,226,0,347391,131662,,287492,155746,,59899,28403,89,0,347391,287492,84,
Sikkim,19-06-2021,,148091,,94319,,56152,226,0,358633,136789,,298722,161842,,59911,21991,52,0,358633,298722,91,
Sikkim,20-06-2021,,148893,,94319,,56152,226,0,359435,136978,,299524,162455,,59911,1800,5,0,359435,299524,91,
Sikkim,21-06-2021,,160640,,94458,,56183,228,0,371403,142827,,311460,168528,,59943,27234,70,0,371403,311460,105,
Sikkim,22-06-2021,,174320,,94592,,56209,234,0,385331,149691,,325348,175543,,59983,25489,68,0,385331,325348,114,
Sikkim,23-06-2021,,185716,,94884,,56305,235,0,397182,155088,,337151,181946,,60031,21544,60,0,397182,337151,117,
Sikkim,24-06-2021,,197290,,95216,,56412,243,0,409995,160732,,349190,188333,,60805,21919,57,0,409995,349190,125,
Sikkim,25-06-2021,226797,,110328,,86438,,253,0,423563,195144,,362037,228286,,61526,24674,65,0,423563,,133,
Sikkim,26-06-2021,236169,,110488,,86474,,260,0,433131,199203,,371534,233787,,61597,16726,37,0,433131,,141,
Sikkim,27-06-2021,236174,,110488,,86474,,260,0,433136,199207,,371539,233788,,61597,707,5,0,433136,,141,
Sikkim,28-06-2021,248502,,113348,,86920,,265,0,448770,206767,,384196,241853,,64574,29538,64,0,448770,,150,
Sikkim,29-06-2021,258336,,116614,,87504,,265,0,462454,213144,,394505,249158,,67949,30074,63,0,462454,,152,
Sikkim,30-06-2021,264833,,120599,,88378,,267,0,473810,218239,,401506,255410,,72304,24535,62,0,473810,,161,
Sikkim,01-07-2021,270383,,124072,,89015,,272,0,483470,222495,,407286,260810,,76184,22663,47,0,483470,,165,
Sikkim,02-07-2021,274297,,129100,,90137,,272,0,493534,227099,,411724,266270,,81810,23059,50,0,493534,,165,
Sikkim,03-07-2021,278654,,132201,,90723,,275,0,501578,230568,,416397,270842,,85181,18392,42,0,501578,,168,
Sikkim,04-07-2021,278654,,132203,,90723,,277,0,501580,230569,,416397,270843,,85183,660,4,0,501580,,168,
Sikkim,05-07-2021,284776,,138281,,92191,,277,0,515248,236946,,423054,278130,,92194,25446,63,0,515248,,172,
Sikkim,06-07-2021,289548,,144231,,93691,,279,0,527470,242156,,428512,285139,,98958,24954,52,0,527470,,175,
Sikkim,07-07-2021,293708,,148852,,94907,,279,0,537467,246433,,432987,290857,,104480,20480,50,0,537467,,177,
Sikkim,08-07-2021,297155,,153561,,96059,,280,0,546775,250611,,436734,295983,,110041,20059,48,0,546775,,181,
Sikkim,09-07-2021,300569,,158257,,97274,,281,0,556100,254736,,440417,301182,,115683,22891,49,0,556100,,182,
Sikkim,10-07-2021,302122,,160599,,97866,,281,0,560587,256694,,442125,303710,,118462,10981,28,0,560587,,183,
Sikkim,11-07-2021,302122,,160599,,97866,,281,0,560587,256694,,442125,303710,,118462,300,2,0,560587,,183,
Sikkim,12-07-2021,305618,,165302,,99325,,281,0,570245,260877,,445999,309179,,124246,22871,47,0,570245,,189,
Sikkim,13-07-2021,306727,,165986,,99496,,282,0,572209,261681,,447174,310338,,125035,3280,8,0,572209,,190,
Sikkim,14-07-2021,307795,,168500,,100329,,282,0,576624,263822,,451037,312610,,125587,3451,9,0,576624,,192,
Sikkim,15-07-2021,312070,,172609,,101404,,283,0,586083,267894,,455475,317996,,130608,27310,59,0,586083,,193,
Sikkim,16-07-2021,317719,,175774,,102483,,283,0,595976,272380,,461643,323401,,134333,30465,67,0,595976,,195,
Sikkim,17-07-2021,320295,,177216,,102971,,284,0,600482,274385,,464383,325896,,136099,13422,31,0,600482,,201,
Sikkim,18-07-2021,320417,,177224,,102975,,286,0,600616,274462,,464508,325953,,136108,400,1,0,600616,,201,
Sikkim,19-07-2021,321772,,177788,,103141,,287,0,602701,275230,,465924,327268,,136777,3164,10,0,602701,,203,
Sikkim,20-07-2021,326734,,179722,,103728,,287,0,610184,278450,,471162,331527,,139022,22450,45,0,610184,,207,
Sikkim,21-07-2021,329682,,181212,,104264,,287,0,615158,280613,,474356,334338,,140802,18028,45,0,615158,,207,
Sikkim,22-07-2021,332746,,182315,,104648,,287,0,619709,282504,,477661,336997,,142048,18783,54,0,619709,,208,
Sikkim,23-07-2021,335936,,183824,,105239,,287,0,624999,284739,,481112,340048,,143887,22484,58,0,624999,,212,
Sikkim,24-07-2021,336803,,184294,,105448,,287,0,626545,285386,,482041,340947,,144504,5369,15,0,626545,,212,
Sikkim,25-07-2021,336803,,184294,,105448,,287,0,626545,285386,,482041,340947,,144504,501,2,0,626545,,212,
Sikkim,26-07-2021,339388,,184926,,105702,,287,0,630016,286784,,484753,343020,,145263,11137,32,0,630016,,212,
Sikkim,27-07-2021,341002,,185710,,105976,,287,0,632688,287974,,486553,344499,,146135,11562,30,0,632688,,215,
Sikkim,28-07-2021,341896,,185942,,106089,,288,0,633927,288457,,487514,345254,,146413,0,0,0,633927,,216,
Sikkim,29-07-2021,343095,,186431,,106263,,288,0,635789,289237,,488841,346336,,146948,10564,28,0,635789,,216,
Sikkim,30-07-2021,344291,,187158,,106501,,288,0,637950,290109,,490105,347622,,147845,14303,38,0,637950,,219,
Sikkim,31-07-2021,344823,,187355,,106558,,288,0,638736,290396,,490631,348121,,148105,3366,10,0,638736,,219,
Sikkim,01-08-2021,345061,,187548,,106718,,288,0,639327,290749,,491205,348363,,148122,598,1,0,639327,,215,
Sikkim,02-08-2021,347048,,188158,,106970,,288,0,642176,291952,,493353,350010,,148823,13569,36,0,642176,,214,
